season,gameDate,gameID,period,eventOrder,teamName,playerId,playerName,gameTime,eventText,eventType,eventSubType,homeScore,homeTeam,awayScore,awayTeam,x,y,eventMinute,eventSecond,Possesion,HomeEmpty,AwayEmpty,HomeFieldPlayers,AwayFieldPlayers
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,17,THW Kiel,5242f6de-3953-11ef-98f3-a9530db97767,Nikola Bilyk,6:17,Tor aus dem Rückraum,goal,nineMetre,5,THW Kiel,2,MT Melsungen,NA,NA,6,17,5,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,18,MT Melsungen,45ce1dee-3953-11ef-98d8-855e48b08f9c,Julius Kühn,6:31,Tor aus der Nahwurfzone,goal,sixMetre,5,THW Kiel,3,MT Melsungen,NA,NA,6,31,5,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,19,THW Kiel,521becab-3953-11ef-b5b5-a9530db97767,Niclas Ekberg,6:36,Fehlwurf von außen,goal,wing,5,THW Kiel,3,MT Melsungen,NA,NA,6,36,6,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,20,MT Melsungen,50d7ee6d-3953-11ef-afb4-a9530db97767,Michael Allendorf,7:37,7-Meter Strafwurf erfolgreich,goal,sevenMetrePenalty,5,THW Kiel,4,MT Melsungen,NA,NA,7,37,6,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,21,MT Melsungen,51142c5c-3953-11ef-8fa6-a9530db97767,Johannes Golla,8:14,Gelbe Karte,yellowCard,NA,5,THW Kiel,4,MT Melsungen,NA,NA,8,14,6,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,22,THW Kiel,52130fd0-3953-11ef-ac8f-a9530db97767,Marko Vujin,8:36,Tor aus dem Rückraum,goal,nineMetre,6,THW Kiel,4,MT Melsungen,NA,NA,8,36,7,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,23,MT Melsungen,50cb388d-3953-11ef-a871-a9530db97767,Philipp Müller,8:48,Tor aus der Nahwurfzone,goal,sixMetre,6,THW Kiel,5,MT Melsungen,NA,NA,8,48,7,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,24,MT Melsungen,50e0f0ea-3953-11ef-a6e8-a9530db97767,Michael Müller,8:48,Assist,assist,NA,6,THW Kiel,5,MT Melsungen,NA,NA,8,48,7,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,25,THW Kiel,5242f6de-3953-11ef-98f3-a9530db97767,Nikola Bilyk,9:37,Fehlwurf aus dem Rückraum,goal,nineMetre,6,THW Kiel,5,MT Melsungen,NA,NA,9,37,8,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,26,MT Melsungen,50e0f0ea-3953-11ef-a6e8-a9530db97767,Michael Müller,10:04,Tor aus der Nahwurfzone,goal,sixMetre,6,THW Kiel,6,MT Melsungen,NA,NA,10,4,8,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,27,THW Kiel,52207156-3953-11ef-b760-a9530db97767,Raul Santos,10:42,Tor von außen,goal,wing,7,THW Kiel,6,MT Melsungen,NA,NA,10,42,9,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,28,THW Kiel,5242f6de-3953-11ef-98f3-a9530db97767,Nikola Bilyk,10:42,Assist,assist,NA,7,THW Kiel,6,MT Melsungen,NA,NA,10,42,9,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,29,MT Melsungen,50d7ee6d-3953-11ef-afb4-a9530db97767,Michael Allendorf,10:51,7-Meter Strafwurf verfehlt,goal,sevenMetrePenalty,7,THW Kiel,6,MT Melsungen,NA,NA,10,51,9,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,30,THW Kiel,520ac6e2-3953-11ef-8de8-a9530db97767,Patrick Wiencek,10:52,Gelbe Karte,yellowCard,NA,7,THW Kiel,6,MT Melsungen,NA,NA,10,52,9,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,31,MT Melsungen,50d7ee6d-3953-11ef-afb4-a9530db97767,Michael Allendorf,11:06,Tor aus der Nahwurfzone,goal,sixMetre,7,THW Kiel,7,MT Melsungen,NA,NA,11,6,10,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,32,MT Melsungen,50cb388d-3953-11ef-a871-a9530db97767,Philipp Müller,11:38,Zwei-Minuten Strafe,suspension,twoMinutes,7,THW Kiel,7,MT Melsungen,NA,NA,11,38,10,0,0,6,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,33,THW Kiel,521becab-3953-11ef-b5b5-a9530db97767,Niclas Ekberg,11:43,7-Meter Strafwurf erfolgreich,goal,sevenMetrePenalty,8,THW Kiel,7,MT Melsungen,NA,NA,11,43,10,0,0,6,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,34,MT Melsungen,NA,NA,11:45,Torwartwechsel,goalKeeperChange,NA,8,THW Kiel,7,MT Melsungen,NA,NA,11,45,10,0,1,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,35,MT Melsungen,45ce1dee-3953-11ef-98d8-855e48b08f9c,Julius Kühn,12:34,Technischer Fehler (Ball),technicalFault,ballFault,8,THW Kiel,7,MT Melsungen,NA,NA,12,34,11,0,1,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,36,THW Kiel,52207156-3953-11ef-b760-a9530db97767,Raul Santos,12:49,Tor aus dem Rückraum,goal,nineMetre,9,THW Kiel,7,MT Melsungen,NA,NA,12,49,11,0,1,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,37,THW Kiel,5217611d-3953-11ef-888e-a9530db97767,Niklas Landin Jacobsen,12:49,Assist,assist,NA,9,THW Kiel,7,MT Melsungen,NA,NA,12,49,11,0,1,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,38,MT Melsungen,50f3aae7-3953-11ef-989a-a9530db97767,Johan Sjöstrand,13:38,Torwartwechsel,goalKeeperChange,NA,9,THW Kiel,7,MT Melsungen,NA,NA,13,38,11,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,39,MT Melsungen,45ce1dee-3953-11ef-98d8-855e48b08f9c,Julius Kühn,13:41,Fehlwurf aus dem Rückraum,goal,nineMetre,9,THW Kiel,7,MT Melsungen,NA,NA,13,41,12,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,40,THW Kiel,52130fd0-3953-11ef-ac8f-a9530db97767,Marko Vujin,13:50,Technischer Fehler (Ball),technicalFault,ballFault,9,THW Kiel,7,MT Melsungen,NA,NA,13,50,12,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,41,THW Kiel,5242f6de-3953-11ef-98f3-a9530db97767,Nikola Bilyk,14:17,Zwei-Minuten Strafe,suspension,twoMinutes,9,THW Kiel,7,MT Melsungen,NA,NA,14,17,12,0,0,5,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,42,MT Melsungen,50d7ee6d-3953-11ef-afb4-a9530db97767,Michael Allendorf,14:28,Fehlwurf von außen,goal,wing,9,THW Kiel,7,MT Melsungen,NA,NA,14,28,13,0,0,5,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,43,THW Kiel,NA,NA,14:35,Torwartwechsel,goalKeeperChange,NA,9,THW Kiel,7,MT Melsungen,NA,NA,14,35,12,1,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,44,THW Kiel,521becab-3953-11ef-b5b5-a9530db97767,Niclas Ekberg,15:07,7-Meter Strafwurf verfehlt,goal,sevenMetrePenalty,9,THW Kiel,7,MT Melsungen,NA,NA,15,7,13,1,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,45,THW Kiel,521becab-3953-11ef-b5b5-a9530db97767,Niclas Ekberg,15:20,Tor aus der Nahwurfzone,goal,sixMetre,10,THW Kiel,7,MT Melsungen,NA,NA,15,20,14,1,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,46,THW Kiel,5217611d-3953-11ef-888e-a9530db97767,Niklas Landin Jacobsen,15:20,Torwartwechsel,goalKeeperChange,NA,10,THW Kiel,7,MT Melsungen,NA,NA,15,20,14,0,0,5,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,47,MT Melsungen,45ce1dee-3953-11ef-98d8-855e48b08f9c,Julius Kühn,15:41,Tor aus dem Rückraum,goal,nineMetre,10,THW Kiel,8,MT Melsungen,NA,NA,15,41,14,0,0,5,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,48,THW Kiel,NA,NA,15:46,Torwartwechsel,goalKeeperChange,NA,10,THW Kiel,8,MT Melsungen,NA,NA,15,46,14,1,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,49,THW Kiel,523a6a60-3953-11ef-9c51-a9530db97767,Lukas Nilsson,16:33,Fehlwurf aus dem Rückraum,goal,nineMetre,10,THW Kiel,8,MT Melsungen,NA,NA,16,33,15,1,0,7,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,50,MT Melsungen,51142c5c-3953-11ef-8fa6-a9530db97767,Johannes Golla,16:36,Zwei-Minuten Strafe,suspension,twoMinutes,10,THW Kiel,8,MT Melsungen,NA,NA,16,36,14,1,0,7,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,51,THW Kiel,5217611d-3953-11ef-888e-a9530db97767,Niklas Landin Jacobsen,16:36,Torwartwechsel,goalKeeperChange,NA,10,THW Kiel,8,MT Melsungen,NA,NA,16,36,15,0,0,6,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,52,THW Kiel,52207156-3953-11ef-b760-a9530db97767,Raul Santos,17:08,Tor von außen,goal,wing,11,THW Kiel,8,MT Melsungen,NA,NA,17,8,16,0,0,6,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,53,THW Kiel,523a6a60-3953-11ef-9c51-a9530db97767,Lukas Nilsson,17:08,Assist,assist,NA,11,THW Kiel,8,MT Melsungen,NA,NA,17,8,16,0,0,6,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,54,THW Kiel,51fdbc77-3953-11ef-ba08-a9530db97767,Christian Dissinger,17:54,Zwei-Minuten Strafe,suspension,twoMinutes,11,THW Kiel,8,MT Melsungen,NA,NA,17,54,16,0,0,5,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,55,MT Melsungen,73405431-3954-11ef-9aa9-bdf3bafad9bd,Lasse Mikkelsen,17:58,7-Meter Strafwurf erfolgreich,goal,sevenMetrePenalty,11,THW Kiel,9,MT Melsungen,NA,NA,17,58,15,0,0,5,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,56,THW Kiel,NA,NA,18:03,Torwartwechsel,goalKeeperChange,NA,11,THW Kiel,9,MT Melsungen,NA,NA,18,3,16,1,0,6,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,57,THW Kiel,5217611d-3953-11ef-888e-a9530db97767,Niklas Landin Jacobsen,18:24,Torwartwechsel,goalKeeperChange,NA,11,THW Kiel,9,MT Melsungen,NA,NA,18,24,16,0,0,5,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,58,THW Kiel,523a6a60-3953-11ef-9c51-a9530db97767,Lukas Nilsson,18:27,Tor aus dem Rückraum,goal,nineMetre,12,THW Kiel,9,MT Melsungen,NA,NA,18,27,17,0,0,5,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,59,THW Kiel,NA,NA,18:33,Torwartwechsel,goalKeeperChange,NA,12,THW Kiel,9,MT Melsungen,NA,NA,18,33,17,1,0,6,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,60,MT Melsungen,50d7ee6d-3953-11ef-afb4-a9530db97767,Michael Allendorf,18:37,Tor aus der eigenen Hälfte,goal,backCourt,12,THW Kiel,10,MT Melsungen,NA,NA,18,37,16,1,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,61,THW Kiel,521becab-3953-11ef-b5b5-a9530db97767,Niclas Ekberg,19:40,Technischer Fehler (Ball),technicalFault,ballFault,12,THW Kiel,10,MT Melsungen,NA,NA,19,40,18,1,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,62,MT Melsungen,51142c5c-3953-11ef-8fa6-a9530db97767,Johannes Golla,19:45,Tor aus dem Rückraum,goal,nineMetre,12,THW Kiel,11,MT Melsungen,NA,NA,19,45,17,1,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,63,THW Kiel,5217611d-3953-11ef-888e-a9530db97767,Niklas Landin Jacobsen,19:57,Torwartwechsel,goalKeeperChange,NA,12,THW Kiel,11,MT Melsungen,NA,NA,19,57,18,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,64,THW Kiel,52130fd0-3953-11ef-ac8f-a9530db97767,Marko Vujin,20:26,Fehlwurf aus dem Rückraum,goal,nineMetre,12,THW Kiel,11,MT Melsungen,NA,NA,20,26,19,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,65,MT Melsungen,50e0f0ea-3953-11ef-a6e8-a9530db97767,Michael Müller,20:40,Tor aus dem Rückraum,goal,nineMetre,12,THW Kiel,12,MT Melsungen,NA,NA,20,40,18,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,66,THW Kiel,NA,NA,20:48,Auszeit eines Teams,timeOut,team,12,THW Kiel,12,MT Melsungen,NA,NA,20,48,19,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,67,THW Kiel,520ac6e2-3953-11ef-8de8-a9530db97767,Patrick Wiencek,21:11,Tor aus der Nahwurfzone,goal,sixMetre,13,THW Kiel,12,MT Melsungen,NA,NA,21,11,20,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,68,THW Kiel,51fdbc77-3953-11ef-ba08-a9530db97767,Christian Dissinger,21:11,Assist,assist,NA,13,THW Kiel,12,MT Melsungen,NA,NA,21,11,20,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,69,MT Melsungen,51142c5c-3953-11ef-8fa6-a9530db97767,Johannes Golla,21:45,Technischer Fehler (Ball),technicalFault,ballFault,13,THW Kiel,12,MT Melsungen,NA,NA,21,45,19,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,70,MT Melsungen,50e0f0ea-3953-11ef-a6e8-a9530db97767,Michael Müller,21:46,Zwei-Minuten Strafe,suspension,twoMinutes,13,THW Kiel,12,MT Melsungen,NA,NA,21,46,19,0,0,6,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,71,THW Kiel,52207156-3953-11ef-b760-a9530db97767,Raul Santos,22:08,Fehlwurf von außen,goal,wing,13,THW Kiel,12,MT Melsungen,NA,NA,22,8,21,0,0,6,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,72,THW Kiel,52130fd0-3953-11ef-ac8f-a9530db97767,Marko Vujin,22:22,Tor aus dem Rückraum,goal,nineMetre,14,THW Kiel,12,MT Melsungen,NA,NA,22,22,22,0,0,6,5
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,73,MT Melsungen,NA,NA,22:31,Torwartwechsel,goalKeeperChange,NA,14,THW Kiel,12,MT Melsungen,NA,NA,22,31,19,0,1,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,74,MT Melsungen,NA,NA,22:42,Auszeit eines Teams,timeOut,team,14,THW Kiel,12,MT Melsungen,NA,NA,22,42,19,0,1,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,75,MT Melsungen,50cf4da6-3953-11ef-b3d9-a9530db97767,Timm Schneider,23:14,Technischer Regelfehler,technicalFault,ruleFault,14,THW Kiel,12,MT Melsungen,NA,NA,23,14,20,0,1,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,76,THW Kiel,4567dcd0-3953-11ef-bf81-855e48b08f9c,Ole Rahmel,23:21,Tor aus der Nahwurfzone,goal,sixMetre,15,THW Kiel,12,MT Melsungen,NA,NA,23,21,23,0,1,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,77,THW Kiel,5217611d-3953-11ef-888e-a9530db97767,Niklas Landin Jacobsen,23:21,Assist,assist,NA,15,THW Kiel,12,MT Melsungen,NA,NA,23,21,23,0,1,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,78,MT Melsungen,51142c5c-3953-11ef-8fa6-a9530db97767,Johannes Golla,23:55,Tor aus der Nahwurfzone,goal,sixMetre,15,THW Kiel,13,MT Melsungen,NA,NA,23,55,21,0,1,6,7
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,79,MT Melsungen,45ce1dee-3953-11ef-98d8-855e48b08f9c,Julius Kühn,23:55,Assist,assist,NA,15,THW Kiel,13,MT Melsungen,NA,NA,23,55,21,0,1,6,7
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,80,MT Melsungen,50f3aae7-3953-11ef-989a-a9530db97767,Johan Sjöstrand,23:56,Torwartwechsel,goalKeeperChange,NA,15,THW Kiel,13,MT Melsungen,NA,NA,23,56,21,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,81,THW Kiel,523a6a60-3953-11ef-9c51-a9530db97767,Lukas Nilsson,24:35:00,Tor aus dem Rückraum,goal,nineMetre,16,THW Kiel,13,MT Melsungen,NA,NA,24,35,24,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,82,MT Melsungen,50e0f0ea-3953-11ef-a6e8-a9530db97767,Michael Müller,25:15:00,Tor aus der Nahwurfzone,goal,sixMetre,16,THW Kiel,14,MT Melsungen,NA,NA,25,15,22,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,83,THW Kiel,520ac6e2-3953-11ef-8de8-a9530db97767,Patrick Wiencek,25:55:00,Tor aus der Nahwurfzone,goal,sixMetre,17,THW Kiel,14,MT Melsungen,NA,NA,25,55,25,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,84,THW Kiel,52130fd0-3953-11ef-ac8f-a9530db97767,Marko Vujin,25:55:00,Assist,assist,NA,17,THW Kiel,14,MT Melsungen,NA,NA,25,55,25,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,85,MT Melsungen,51142c5c-3953-11ef-8fa6-a9530db97767,Johannes Golla,26:34:00,Tor aus der Nahwurfzone,goal,sixMetre,17,THW Kiel,15,MT Melsungen,NA,NA,26,34,23,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,86,MT Melsungen,50e0f0ea-3953-11ef-a6e8-a9530db97767,Michael Müller,26:34:00,Assist,assist,NA,17,THW Kiel,15,MT Melsungen,NA,NA,26,34,23,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,87,THW Kiel,52130fd0-3953-11ef-ac8f-a9530db97767,Marko Vujin,27:03:00,Fehlwurf aus dem Rückraum,goal,nineMetre,17,THW Kiel,15,MT Melsungen,NA,NA,27,3,26,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,88,MT Melsungen,50e0f0ea-3953-11ef-a6e8-a9530db97767,Michael Müller,27:43:00,Tor aus dem Rückraum,goal,nineMetre,17,THW Kiel,16,MT Melsungen,NA,NA,27,43,24,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,89,THW Kiel,5242f6de-3953-11ef-98f3-a9530db97767,Nikola Bilyk,28:11:00,Tor aus der Nahwurfzone,goal,sixMetre,18,THW Kiel,16,MT Melsungen,NA,NA,28,11,27,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,90,THW Kiel,52207156-3953-11ef-b760-a9530db97767,Raul Santos,28:46:00,Tor von außen,goal,wing,19,THW Kiel,16,MT Melsungen,NA,NA,28,46,28,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,91,THW Kiel,5242f6de-3953-11ef-98f3-a9530db97767,Nikola Bilyk,28:46:00,Assist,assist,NA,19,THW Kiel,16,MT Melsungen,NA,NA,28,46,28,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,92,MT Melsungen,b9432cc9-3954-11ef-a05a-35f0fd7e8878,Arjan Haenen,29:16:00,Technischer Regelfehler,technicalFault,ruleFault,19,THW Kiel,16,MT Melsungen,NA,NA,29,16,25,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,93,MT Melsungen,NA,NA,29:26:00,Gelbe Karte,yellowCard,NA,19,THW Kiel,16,MT Melsungen,NA,NA,29,26,25,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,1,94,THW Kiel,523a6a60-3953-11ef-9c51-a9530db97767,Lukas Nilsson,29:59:00,Tor aus dem Rückraum,goal,nineMetre,20,THW Kiel,16,MT Melsungen,NA,NA,29,59,29,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,2,95,MT Melsungen,45ce1dee-3953-11ef-98d8-855e48b08f9c,Julius Kühn,30:25:00,Fehlwurf aus dem Rückraum,goal,nineMetre,20,THW Kiel,16,MT Melsungen,NA,NA,30,25,26,0,0,6,6
2017,3/1/2018,05eaf0c4-395b-11ef-adf3-81dc40648355,2,96,THW Kiel,51fdbc77-3953-11ef-ba08-a9530db97767,Christian Dissinger,30:25:00,Block,block,NA,20,THW Kiel,16,MT Melsungen,NA,NA,30,25,29,0,0,6,6
