season,gameDate,gameID,period,eventOrder,teamName,playerName,gameTime,eventText,eventType,eventSubType,homeScore,homeTeam,awayScore,awayTeam,x,y
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,128,Handball Sport Verein Hamburg,NA,36:51:00,Goalkeeper Change,goalKeeperChange,NA,17,TVB Stuttgart,22,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,129,Handball Sport Verein Hamburg,Robin Paulsen Haug,37:23:00,Goalkeeper Change,goalKeeperChange,NA,17,TVB Stuttgart,22,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,130,Handball Sport Verein Hamburg,Oliver Norlyk,37:25:00,Six Metre Goal Made,goal,sixMetre,17,TVB Stuttgart,23,Handball Sport Verein Hamburg,19.66,28.86
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,131,TVB Stuttgart,Antonio Serradilla,38:07:00,Six Metre Goal Made,goal,sixMetre,18,TVB Stuttgart,23,Handball Sport Verein Hamburg,84.51,20.13
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,132,Handball Sport Verein Hamburg,Moritz Sauter,38:42:00,Six Metre Goal Made,goal,sixMetre,18,TVB Stuttgart,24,Handball Sport Verein Hamburg,22.05,34.45
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,133,TVB Stuttgart,Simone Mengon,39:25:00,Six Metre Goal Made,goal,sixMetre,19,TVB Stuttgart,24,Handball Sport Verein Hamburg,80.86,28.49
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,134,Handball Sport Verein Hamburg,Nicolaj Jørgensen,39:59:00,Six Metre Goal Missed,goal,sixMetre,19,TVB Stuttgart,24,Handball Sport Verein Hamburg,21.78,25.88
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,135,TVB Stuttgart,Simone Mengon,40:13:00,Six Metre Goal Missed,goal,sixMetre,19,TVB Stuttgart,24,Handball Sport Verein Hamburg,80.69,30.91
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,136,TVB Stuttgart,Patrick Zieker,40:14:00,Six Metre Goal Made,goal,sixMetre,20,TVB Stuttgart,24,Handball Sport Verein Hamburg,80.16,33.52
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,137,TVB Stuttgart,Jonas Truchanovicius,40:56:00,Two Minutes Suspension,suspension,twoMinutes,20,TVB Stuttgart,24,Handball Sport Verein Hamburg,80.16,33.52
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,138,Handball Sport Verein Hamburg,Andreas Magaard,41:04:00,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,20,TVB Stuttgart,24,Handball Sport Verein Hamburg,80.16,33.52
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,139,TVB Stuttgart,Jonas Truchanovicius,41:04:00,Seven Metre Penalty Caused,sevenMetrePenalty,caused,20,TVB Stuttgart,24,Handball Sport Verein Hamburg,80.16,33.52
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,140,Handball Sport Verein Hamburg,Casper Mortensen,41:04:00,Seven Metre Penalty Made,goal,sevenMetrePenalty,20,TVB Stuttgart,25,Handball Sport Verein Hamburg,80.16,33.52
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,141,TVB Stuttgart,NA,41:07:00,Goalkeeper Change,goalKeeperChange,NA,20,TVB Stuttgart,25,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,142,TVB Stuttgart,Simone Mengon,41:58:00,Rule Technical Fault,technicalFault,ruleFault,20,TVB Stuttgart,25,Handball Sport Verein Hamburg,78.31,57.36
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,143,TVB Stuttgart,Miljan Vujovic,42:01:00,Goalkeeper Change,goalKeeperChange,NA,20,TVB Stuttgart,25,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,144,Handball Sport Verein Hamburg,Casper Mortensen,42:40:00,Wing Goal Made,goal,wing,20,TVB Stuttgart,26,Handball Sport Verein Hamburg,9.79,87.71
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,145,Handball Sport Verein Hamburg,Moritz Sauter,42:40:00,Assist,assist,NA,20,TVB Stuttgart,26,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,146,TVB Stuttgart,NA,42:43:00,Goalkeeper Change,goalKeeperChange,NA,20,TVB Stuttgart,26,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,147,TVB Stuttgart,Miljan Vujovic,42:57:00,Goalkeeper Change,goalKeeperChange,NA,20,TVB Stuttgart,26,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,148,TVB Stuttgart,Max Häfner,43:07:00,Six Metre Goal Made,goal,sixMetre,21,TVB Stuttgart,26,Handball Sport Verein Hamburg,79.81,25.88
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,149,TVB Stuttgart,Daniel Rebmann,43:20:00,Goalkeeper Change,goalKeeperChange,NA,21,TVB Stuttgart,26,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,150,Handball Sport Verein Hamburg,Einar Olafsson,43:26:00,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,21,TVB Stuttgart,26,Handball Sport Verein Hamburg,79.81,25.88
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,151,TVB Stuttgart,Samuel Röthlisberger,43:26:00,Seven Metre Penalty Caused,sevenMetrePenalty,caused,21,TVB Stuttgart,26,Handball Sport Verein Hamburg,79.81,25.88
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,152,Handball Sport Verein Hamburg,Nicolaj Jørgensen,43:26:00,Seven Metre Penalty Made,goal,sevenMetrePenalty,21,TVB Stuttgart,27,Handball Sport Verein Hamburg,79.81,25.88
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,153,TVB Stuttgart,Miljan Vujovic,43:37:00,Goalkeeper Change,goalKeeperChange,NA,21,TVB Stuttgart,27,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,154,TVB Stuttgart,Lenny Rubin,43:52:00,Nine Metre Goal Made,goal,nineMetre,22,TVB Stuttgart,27,Handball Sport Verein Hamburg,74.46,33.75
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,155,Handball Sport Verein Hamburg,Oliver Norlyk,44:46:00,Nine Metre Goal Made,goal,nineMetre,22,TVB Stuttgart,28,Handball Sport Verein Hamburg,26.81,23.65
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,156,TVB Stuttgart,Lenny Rubin,45:26:00,Six Metre Goal Missed,goal,sixMetre,22,TVB Stuttgart,28,Handball Sport Verein Hamburg,76.81,32.03
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,157,Handball Sport Verein Hamburg,Andreas Magaard,45:26:00,Block,block,NA,22,TVB Stuttgart,28,Handball Sport Verein Hamburg,76.81,32.03
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,158,TVB Stuttgart,Lenny Rubin,45:59:00,Nine Metre Goal Missed,goal,nineMetre,22,TVB Stuttgart,28,Handball Sport Verein Hamburg,74.87,44.13
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,159,Handball Sport Verein Hamburg,Andreas Magaard,46:48:00,Six Metre Goal Made,goal,sixMetre,22,TVB Stuttgart,29,Handball Sport Verein Hamburg,22.31,50.65
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,160,Handball Sport Verein Hamburg,Nicolaj Jørgensen,46:48:00,Assist,assist,NA,22,TVB Stuttgart,29,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,161,TVB Stuttgart,NA,46:56:00,Time Out by Team,timeOut,team,22,TVB Stuttgart,29,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,162,TVB Stuttgart,NA,47:00:00,Goalkeeper Change,goalKeeperChange,NA,22,TVB Stuttgart,29,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,163,Handball Sport Verein Hamburg,Mohamed Essam Moustafa El-Tayar,47:18:00,Goalkeeper Change,goalKeeperChange,NA,22,TVB Stuttgart,29,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,164,TVB Stuttgart,Simone Mengon,47:21:00,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,22,TVB Stuttgart,29,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,165,Handball Sport Verein Hamburg,Andreas Magaard,47:21:00,Seven Metre Penalty Caused,sevenMetrePenalty,caused,22,TVB Stuttgart,29,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,166,TVB Stuttgart,Kai Häfner,47:21:00,Seven Metre Penalty Missed,goal,sevenMetrePenalty,22,TVB Stuttgart,29,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,167,TVB Stuttgart,Miljan Vujovic,47:23:00,Goalkeeper Change,goalKeeperChange,NA,22,TVB Stuttgart,29,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,168,Handball Sport Verein Hamburg,Robin Paulsen Haug,47:35:00,Goalkeeper Change,goalKeeperChange,NA,22,TVB Stuttgart,29,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,169,Handball Sport Verein Hamburg,Nicolaj Jørgensen,47:54:00,Nine Metre Goal Made,goal,nineMetre,22,TVB Stuttgart,30,Handball Sport Verein Hamburg,26.19,25.88
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,170,TVB Stuttgart,NA,48:03:00,Goalkeeper Change,goalKeeperChange,NA,22,TVB Stuttgart,30,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,171,TVB Stuttgart,Simone Mengon,48:16:00,Six Metre Goal Made,goal,sixMetre,23,TVB Stuttgart,30,Handball Sport Verein Hamburg,78.04,41.71
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,172,Handball Sport Verein Hamburg,Oliver Norlyk,48:23:00,Back Court Goal Missed,goal,backCourt,23,TVB Stuttgart,30,Handball Sport Verein Hamburg,62.61,43.02
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,173,TVB Stuttgart,Patrick Zieker,48:49:00,Wing Goal Made,goal,wing,24,TVB Stuttgart,30,Handball Sport Verein Hamburg,90.65,9.87
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,174,TVB Stuttgart,Kai Häfner,48:49:00,Assist,assist,NA,24,TVB Stuttgart,30,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,175,TVB Stuttgart,Miljan Vujovic,48:52:00,Goalkeeper Change,goalKeeperChange,NA,24,TVB Stuttgart,30,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,176,Handball Sport Verein Hamburg,Oliver Norlyk,49:22:00,Back Court Goal Made,goal,backCourt,24,TVB Stuttgart,31,Handball Sport Verein Hamburg,24.34,43.76
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,177,TVB Stuttgart,NA,49:23:00,Goalkeeper Change,goalKeeperChange,NA,24,TVB Stuttgart,31,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,178,TVB Stuttgart,Antonio Serradilla,49:37:00,Six Metre Goal Made,goal,sixMetre,25,TVB Stuttgart,31,Handball Sport Verein Hamburg,79.28,29.61
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,179,Handball Sport Verein Hamburg,Moritz Sauter,49:45:00,Back Court Goal Made,goal,backCourt,25,TVB Stuttgart,32,Handball Sport Verein Hamburg,50.74,44.38
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,180,Handball Sport Verein Hamburg,Mohamed Essam Moustafa El-Tayar,50:09:00,Goalkeeper Change,goalKeeperChange,NA,25,TVB Stuttgart,32,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,181,TVB Stuttgart,Gianfranco Pribetic,50:15:00,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,25,TVB Stuttgart,32,Handball Sport Verein Hamburg,50.62,41.9
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,182,Handball Sport Verein Hamburg,Elias Kofler,50:15:00,Seven Metre Penalty Caused,sevenMetrePenalty,caused,25,TVB Stuttgart,32,Handball Sport Verein Hamburg,50.62,41.9
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,183,TVB Stuttgart,Kai Häfner,50:15:00,Seven Metre Penalty Made,goal,sevenMetrePenalty,26,TVB Stuttgart,32,Handball Sport Verein Hamburg,50.62,41.9
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,184,TVB Stuttgart,Daniel Rebmann,50:21:00,Goalkeeper Change,goalKeeperChange,NA,26,TVB Stuttgart,32,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,185,Handball Sport Verein Hamburg,Robin Paulsen Haug,50:23:00,Goalkeeper Change,goalKeeperChange,NA,26,TVB Stuttgart,32,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,186,Handball Sport Verein Hamburg,NA,50:44:00,Time Out by Team,timeOut,team,26,TVB Stuttgart,32,Handball Sport Verein Hamburg,50.62,41.9
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,187,Handball Sport Verein Hamburg,Oliver Norlyk,51:15:00,Rule Technical Fault,technicalFault,ruleFault,26,TVB Stuttgart,32,Handball Sport Verein Hamburg,27.16,21.97
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,188,TVB Stuttgart,NA,51:22:00,Goalkeeper Change,goalKeeperChange,NA,26,TVB Stuttgart,32,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,189,Handball Sport Verein Hamburg,Mohamed Essam Moustafa El-Tayar,51:50:00,Goalkeeper Change,goalKeeperChange,NA,26,TVB Stuttgart,32,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,190,Handball Sport Verein Hamburg,Andreas Magaard,51:45:00,Two Minutes Suspension,suspension,twoMinutes,26,TVB Stuttgart,32,Handball Sport Verein Hamburg,27.16,21.97
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,191,TVB Stuttgart,Gianfranco Pribetic,51:50:00,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,26,TVB Stuttgart,32,Handball Sport Verein Hamburg,27.16,21.97
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,192,Handball Sport Verein Hamburg,Andreas Magaard,51:50:00,Seven Metre Penalty Caused,sevenMetrePenalty,caused,26,TVB Stuttgart,32,Handball Sport Verein Hamburg,27.16,21.97
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,193,TVB Stuttgart,Kai Häfner,51:50:00,Seven Metre Penalty Made,goal,sevenMetrePenalty,27,TVB Stuttgart,32,Handball Sport Verein Hamburg,27.16,21.97
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,194,TVB Stuttgart,Daniel Rebmann,51:53:00,Goalkeeper Change,goalKeeperChange,NA,27,TVB Stuttgart,32,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,195,Handball Sport Verein Hamburg,NA,51:59:00,Goalkeeper Change,goalKeeperChange,NA,27,TVB Stuttgart,32,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,196,Handball Sport Verein Hamburg,Nicolaj Jørgensen,52:24:00,Nine Metre Goal Missed,goal,nineMetre,27,TVB Stuttgart,32,Handball Sport Verein Hamburg,26.46,22.91
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,197,TVB Stuttgart,NA,52:29:00,Goalkeeper Change,goalKeeperChange,NA,27,TVB Stuttgart,32,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,198,Handball Sport Verein Hamburg,Robin Paulsen Haug,52:32:00,Goalkeeper Change,goalKeeperChange,NA,27,TVB Stuttgart,32,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,199,TVB Stuttgart,Antonio Serradilla,52:36:00,Six Metre Goal Made,goal,sixMetre,28,TVB Stuttgart,32,Handball Sport Verein Hamburg,80.24,77.15
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,200,TVB Stuttgart,Daniel Rebmann,52:44:00,Goalkeeper Change,goalKeeperChange,NA,28,TVB Stuttgart,32,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,201,Handball Sport Verein Hamburg,NA,52:47:00,Goalkeeper Change,goalKeeperChange,NA,28,TVB Stuttgart,32,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,202,Handball Sport Verein Hamburg,Elias Kofler,53:06:00,Six Metre Goal Made,goal,sixMetre,28,TVB Stuttgart,33,Handball Sport Verein Hamburg,18.78,24.77
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,203,TVB Stuttgart,NA,53:11:00,Goalkeeper Change,goalKeeperChange,NA,28,TVB Stuttgart,33,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,204,Handball Sport Verein Hamburg,Robin Paulsen Haug,53:12:00,Goalkeeper Change,goalKeeperChange,NA,28,TVB Stuttgart,33,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,205,TVB Stuttgart,Simone Mengon,53:19:00,Six Metre Goal Made,goal,sixMetre,29,TVB Stuttgart,33,Handball Sport Verein Hamburg,77.95,35.94
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,206,TVB Stuttgart,Daniel Rebmann,53:23:00,Goalkeeper Change,goalKeeperChange,NA,29,TVB Stuttgart,33,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,207,Handball Sport Verein Hamburg,NA,53:25:00,Goalkeeper Change,goalKeeperChange,NA,29,TVB Stuttgart,33,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,208,Handball Sport Verein Hamburg,Robin Paulsen Haug,53:47:00,Goalkeeper Change,goalKeeperChange,NA,29,TVB Stuttgart,33,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,209,Handball Sport Verein Hamburg,Elias Kofler,53:59:00,Rule Technical Fault,technicalFault,ruleFault,29,TVB Stuttgart,33,Handball Sport Verein Hamburg,23.1,51.58
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,210,Handball Sport Verein Hamburg,Elias Kofler,54:10:00,Two Minutes Suspension,suspension,twoMinutes,29,TVB Stuttgart,33,Handball Sport Verein Hamburg,23.1,51.58
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,211,TVB Stuttgart,Simone Mengon,54:20:00,Six Metre Goal Made,goal,sixMetre,30,TVB Stuttgart,33,Handball Sport Verein Hamburg,80.78,66.85
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,212,Handball Sport Verein Hamburg,NA,54:27:00,Goalkeeper Change,goalKeeperChange,NA,30,TVB Stuttgart,33,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,213,Handball Sport Verein Hamburg,Andreas Magaard,54:53:00,Ball Technical Fault,technicalFault,ballFault,30,TVB Stuttgart,33,Handball Sport Verein Hamburg,24.6,46
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,214,Handball Sport Verein Hamburg,Robin Paulsen Haug,54:56:00,Goalkeeper Change,goalKeeperChange,NA,30,TVB Stuttgart,33,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,215,TVB Stuttgart,Jakob Nigg,55:03:00,Wing Goal Missed,goal,wing,30,TVB Stuttgart,33,Handball Sport Verein Hamburg,90.39,90.13
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,216,Handball Sport Verein Hamburg,NA,55:12:00,Goalkeeper Change,goalKeeperChange,NA,30,TVB Stuttgart,33,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,217,Handball Sport Verein Hamburg,Andreas Magaard,55:54:00,Six Metre Goal Made,goal,sixMetre,30,TVB Stuttgart,34,Handball Sport Verein Hamburg,19.93,26.63
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,218,Handball Sport Verein Hamburg,Nicolaj Jørgensen,55:54:00,Assist,assist,NA,30,TVB Stuttgart,34,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,219,Handball Sport Verein Hamburg,Robin Paulsen Haug,55:58:00,Goalkeeper Change,goalKeeperChange,NA,30,TVB Stuttgart,34,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,220,TVB Stuttgart,Antonio Serradilla,56:05:00,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,30,TVB Stuttgart,34,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,221,Handball Sport Verein Hamburg,Jacob Arenth Lassen,56:05:00,Seven Metre Penalty Caused,sevenMetrePenalty,caused,30,TVB Stuttgart,34,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,222,TVB Stuttgart,Kai Häfner,56:05:00,Seven Metre Penalty Made,goal,sevenMetrePenalty,31,TVB Stuttgart,34,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,223,Handball Sport Verein Hamburg,NA,57:03:00,Passive Play - change ball possession,passivePlay,NA,31,TVB Stuttgart,34,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,224,TVB Stuttgart,Antonio Serradilla,57:15:00,Six Metre Goal Made,goal,sixMetre,32,TVB Stuttgart,34,Handball Sport Verein Hamburg,78.84,41.9
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,225,Handball Sport Verein Hamburg,Nicolaj Jørgensen,57:57:00,Assist,assist,NA,32,TVB Stuttgart,34,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,226,Handball Sport Verein Hamburg,Casper Mortensen,57:57:00,Wing Goal Made,goal,wing,32,TVB Stuttgart,35,Handball Sport Verein Hamburg,9.35,90.32
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,227,TVB Stuttgart,NA,58:03:00,Goalkeeper Change,goalKeeperChange,NA,32,TVB Stuttgart,35,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,228,TVB Stuttgart,NA,58:10:00,Time Out by Team,timeOut,team,32,TVB Stuttgart,35,Handball Sport Verein Hamburg,9.35,90.32
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,229,TVB Stuttgart,Jakob Nigg,58:23:00,Wing Goal Missed,goal,wing,32,TVB Stuttgart,35,Handball Sport Verein Hamburg,92.15,93.3
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,230,TVB Stuttgart,Simone Mengon,58:34:00,Turnover,turnover,NA,32,TVB Stuttgart,35,Handball Sport Verein Hamburg,69.66,42.09
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,231,Handball Sport Verein Hamburg,Jacob Arenth Lassen,58:39:00,Nine Metre Goal Made,goal,nineMetre,32,TVB Stuttgart,36,Handball Sport Verein Hamburg,30.34,45.44
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,232,TVB Stuttgart,Miljan Vujovic,59:00:00,Goalkeeper Change,goalKeeperChange,NA,32,TVB Stuttgart,36,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,233,TVB Stuttgart,Gianfranco Pribetic,59:03:00,Ball Technical Fault,technicalFault,ballFault,32,TVB Stuttgart,36,Handball Sport Verein Hamburg,71.69,40.22
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,234,Handball Sport Verein Hamburg,Moritz Sauter,59:22:00,Rule Technical Fault,technicalFault,ruleFault,32,TVB Stuttgart,36,Handball Sport Verein Hamburg,23.1,23.46
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,235,TVB Stuttgart,NA,59:27:00,Goalkeeper Change,goalKeeperChange,NA,32,TVB Stuttgart,36,Handball Sport Verein Hamburg,NA,NA
2025,8/31/2025,d91491bc-5ca5-11f0-b375-6f5f1c5108cb,2,236,TVB Stuttgart,Kai Häfner,59:40:00,Nine Metre Goal Made,goal,nineMetre,33,TVB Stuttgart,36,Handball Sport Verein Hamburg,71.43,65.36
