season,gameDate,gameID,period,eventOrder,teamName,playerName,gameTime,eventText,eventType,eventSubType,homeScore,homeTeam,awayScore,awayTeam,x,y
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,1,SC DHfK Leipzig,Tomas Mrkva,0:00,Goalkeeper Change,goalKeeperChange,NA,0,SC DHfK Leipzig,0,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,2,HSG Wetzlar,Anadin Suljakovic,0:00,Goalkeeper Change,goalKeeperChange,NA,0,SC DHfK Leipzig,0,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,3,HSG Wetzlar,Josip Simic,0:45,Six Metre Goal Made,goal,sixMetre,0,SC DHfK Leipzig,1,HSG Wetzlar,19.48,55.56
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,4,SC DHfK Leipzig,Franz Semper,1:19,Six Metre Goal Made,goal,sixMetre,1,SC DHfK Leipzig,1,HSG Wetzlar,80.71,70.64
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,5,SC DHfK Leipzig,Franz Semper,1:36,Yellow Card,yellowCard,NA,1,SC DHfK Leipzig,1,HSG Wetzlar,80.71,70.64
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,6,HSG Wetzlar,Philipp Ahouansou,2:00,Nine Metre Goal Missed,goal,nineMetre,1,SC DHfK Leipzig,1,HSG Wetzlar,25.58,50.89
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,7,SC DHfK Leipzig,Franz Semper,3:01,Nine Metre Goal Made,goal,nineMetre,2,SC DHfK Leipzig,1,HSG Wetzlar,75.52,63.92
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,8,HSG Wetzlar,Stefan Cavor,4:21,Nine Metre Goal Missed,goal,nineMetre,2,SC DHfK Leipzig,1,HSG Wetzlar,25.19,52.81
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,9,SC DHfK Leipzig,Franz Semper,4:30,Six Metre Goal Made,goal,sixMetre,3,SC DHfK Leipzig,1,HSG Wetzlar,22.85,54.08
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,10,HSG Wetzlar,Josip Simic,4:45,Six Metre Goal Made,goal,sixMetre,3,SC DHfK Leipzig,2,HSG Wetzlar,21.1,44.58
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,11,HSG Wetzlar,Filip Vistorop,4:45,Assist,assist,NA,3,SC DHfK Leipzig,2,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,12,SC DHfK Leipzig,Ahmed Moustafa Khairi Nasralla,5:48,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,3,SC DHfK Leipzig,2,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,13,SC DHfK Leipzig,Blær Hinriksson,5:48,Seven Metre Penalty Made,goal,sevenMetrePenalty,4,SC DHfK Leipzig,2,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,14,HSG Wetzlar,Nikola Grahovac,5:48,Seven Metre Penalty Caused,sevenMetrePenalty,caused,4,SC DHfK Leipzig,2,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,15,HSG Wetzlar,Stefan Cavor,6:22,Nine Metre Goal Missed,goal,nineMetre,4,SC DHfK Leipzig,2,HSG Wetzlar,25.52,34.29
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,16,SC DHfK Leipzig,Moritz Preuss,6:22,Block,block,NA,4,SC DHfK Leipzig,2,HSG Wetzlar,25.52,34.29
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,17,HSG Wetzlar,Josip Simic,6:35,Six Metre Goal Made,goal,sixMetre,4,SC DHfK Leipzig,3,HSG Wetzlar,20.78,37.72
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,18,HSG Wetzlar,Stefan Cavor,6:35,Assist,assist,NA,4,SC DHfK Leipzig,3,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,19,SC DHfK Leipzig,Ahmed Moustafa Khairi Nasralla,6:50,Nine Metre Goal Made,goal,nineMetre,5,SC DHfK Leipzig,3,HSG Wetzlar,72.66,45.95
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,20,HSG Wetzlar,Filip Vistorop,6:59,Six Metre Goal Made,goal,sixMetre,5,SC DHfK Leipzig,4,HSG Wetzlar,21.3,48.97
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,21,HSG Wetzlar,Stefan Cavor,6:59,Assist,assist,NA,5,SC DHfK Leipzig,4,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,22,SC DHfK Leipzig,Adam Lönn,7:46,Nine Metre Goal Missed,goal,nineMetre,5,SC DHfK Leipzig,4,HSG Wetzlar,74.55,48.29
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,23,SC DHfK Leipzig,Lucas Krzikalla,8:12,Ball Technical Fault,technicalFault,ballFault,5,SC DHfK Leipzig,4,HSG Wetzlar,78.77,72.29
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,24,HSG Wetzlar,Josip Simic,8:27,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,5,SC DHfK Leipzig,4,HSG Wetzlar,78.77,72.29
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,25,SC DHfK Leipzig,Moritz Preuss,8:27,Seven Metre Penalty Caused,sevenMetrePenalty,caused,5,SC DHfK Leipzig,4,HSG Wetzlar,78.77,72.29
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,26,HSG Wetzlar,Dominik Mappes,8:27,Seven Metre Penalty Made,goal,sevenMetrePenalty,5,SC DHfK Leipzig,5,HSG Wetzlar,78.77,72.29
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,27,SC DHfK Leipzig,Franz Semper,9:36,Nine Metre Goal Missed,goal,nineMetre,5,SC DHfK Leipzig,5,HSG Wetzlar,74.61,64.47
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,28,SC DHfK Leipzig,Adam Lönn,10:17,Yellow Card,yellowCard,NA,5,SC DHfK Leipzig,5,HSG Wetzlar,74.61,64.47
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,29,HSG Wetzlar,Filip Vistorop,10:39,Six Metre Goal Missed,goal,sixMetre,5,SC DHfK Leipzig,5,HSG Wetzlar,22.28,48.33
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,30,SC DHfK Leipzig,Lukas Binder,10:49,Wing Goal Missed,goal,wing,5,SC DHfK Leipzig,5,HSG Wetzlar,88.83,11.66
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,31,HSG Wetzlar,Philipp Ahouansou,10:53,Six Metre Goal Made,goal,sixMetre,5,SC DHfK Leipzig,6,HSG Wetzlar,22.47,47.6
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,32,HSG Wetzlar,Stefan Cavor,10:53,Assist,assist,NA,5,SC DHfK Leipzig,6,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,33,SC DHfK Leipzig,Franz Semper,11:39,Back Court Goal Made,goal,backCourt,6,SC DHfK Leipzig,6,HSG Wetzlar,75.58,45.54
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,34,SC DHfK Leipzig,Franz Semper,11:39,Wing Goal Made,goal,wing,7,SC DHfK Leipzig,6,HSG Wetzlar,89.81,88.48
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,35,SC DHfK Leipzig,Adam Lönn,11:39,Assist,assist,NA,7,SC DHfK Leipzig,6,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,36,HSG Wetzlar,Filip Vistorop,12:36,Rule Technical Fault,technicalFault,ruleFault,7,SC DHfK Leipzig,6,HSG Wetzlar,23.44,53.09
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,37,SC DHfK Leipzig,Marko Mamic,13:28,Two Minutes Suspension,suspension,twoMinutes,7,SC DHfK Leipzig,6,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,38,HSG Wetzlar,Stefan Cavor,13:43,Six Metre Goal Made,goal,sixMetre,7,SC DHfK Leipzig,7,HSG Wetzlar,22.14,39.09
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,39,SC DHfK Leipzig,NA,13:57,Goalkeeper Change,goalKeeperChange,NA,7,SC DHfK Leipzig,7,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,40,SC DHfK Leipzig,Adam Lönn,14:43,Six Metre Goal Made,goal,sixMetre,8,SC DHfK Leipzig,7,HSG Wetzlar,77.66,45.54
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,41,SC DHfK Leipzig,Tomas Mrkva,14:43,Assist,assist,NA,8,SC DHfK Leipzig,7,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,42,SC DHfK Leipzig,Tomas Mrkva,14:52,Goalkeeper Change,goalKeeperChange,NA,8,SC DHfK Leipzig,7,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,43,HSG Wetzlar,Georg Löwen,15:07,Ball Technical Fault,technicalFault,ballFault,8,SC DHfK Leipzig,7,HSG Wetzlar,22.73,49.79
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,44,SC DHfK Leipzig,Lukas Binder,15:11,Nine Metre Goal Made,goal,nineMetre,9,SC DHfK Leipzig,7,HSG Wetzlar,75.39,31.28
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,45,HSG Wetzlar,Ahmed Nafea,15:30,Wing Goal Made,goal,wing,9,SC DHfK Leipzig,8,HSG Wetzlar,9.42,89.44
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,46,HSG Wetzlar,Dominik Mappes,15:30,Assist,assist,NA,9,SC DHfK Leipzig,8,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,47,SC DHfK Leipzig,Adam Lönn,16:03,Six Metre Goal Made,goal,sixMetre,10,SC DHfK Leipzig,8,HSG Wetzlar,77.6,39.23
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,48,HSG Wetzlar,Dominik Mappes,16:49,Six Metre Goal Missed,goal,sixMetre,10,SC DHfK Leipzig,8,HSG Wetzlar,24.09,48.29
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,49,SC DHfK Leipzig,Moritz Preuss,17:30,Six Metre Goal Missed,goal,sixMetre,10,SC DHfK Leipzig,8,HSG Wetzlar,77.92,44.99
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,50,HSG Wetzlar,Nikola Grahovac,17:30,Yellow Card,yellowCard,NA,10,SC DHfK Leipzig,8,HSG Wetzlar,77.92,44.99
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,51,HSG Wetzlar,Niklas Theiß,18:18,Six Metre Goal Made,goal,sixMetre,10,SC DHfK Leipzig,9,HSG Wetzlar,19.87,62.69
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,52,SC DHfK Leipzig,Ahmed Moustafa Khairi Nasralla,19:06,Nine Metre Goal Made,goal,nineMetre,11,SC DHfK Leipzig,9,HSG Wetzlar,73.31,39.09
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,53,HSG Wetzlar,Philipp Ahouansou,19:56,Six Metre Goal Made,goal,sixMetre,11,SC DHfK Leipzig,10,HSG Wetzlar,20.45,53.09
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,54,SC DHfK Leipzig,Moritz Preuss,20:36,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,11,SC DHfK Leipzig,10,HSG Wetzlar,20.45,53.09
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,55,HSG Wetzlar,David Cyrill Akakpo,20:36,Seven Metre Penalty Caused,sevenMetrePenalty,caused,11,SC DHfK Leipzig,10,HSG Wetzlar,20.45,53.09
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,56,SC DHfK Leipzig,Blær Hinriksson,20:36,Seven Metre Penalty Made,goal,sevenMetrePenalty,12,SC DHfK Leipzig,10,HSG Wetzlar,20.45,53.09
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,57,HSG Wetzlar,Dominik Mappes,21:30,Six Metre Goal Missed,goal,sixMetre,12,SC DHfK Leipzig,10,HSG Wetzlar,23.44,41.43
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,58,SC DHfK Leipzig,Moritz Preuss,21:30,Block,block,NA,12,SC DHfK Leipzig,10,HSG Wetzlar,23.44,41.43
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,59,SC DHfK Leipzig,Tomas Mrkva,21:42,Ball Technical Fault,technicalFault,ballFault,12,SC DHfK Leipzig,10,HSG Wetzlar,61.88,48.7
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,60,HSG Wetzlar,NA,21:44,Time Out by Team,timeOut,team,12,SC DHfK Leipzig,10,HSG Wetzlar,61.88,48.7
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,61,HSG Wetzlar,Nikola Grahovac,22:19,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,12,SC DHfK Leipzig,10,HSG Wetzlar,61.88,48.7
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,62,SC DHfK Leipzig,William Bogojevic,22:19,Seven Metre Penalty Caused,sevenMetrePenalty,caused,12,SC DHfK Leipzig,10,HSG Wetzlar,61.88,48.7
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,63,HSG Wetzlar,Dominik Mappes,22:19,Seven Metre Penalty Missed,goal,sevenMetrePenalty,12,SC DHfK Leipzig,10,HSG Wetzlar,61.88,48.7
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,64,SC DHfK Leipzig,Tim Maximilian Hertzfeld,23:22,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,12,SC DHfK Leipzig,10,HSG Wetzlar,61.88,48.7
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,65,HSG Wetzlar,Josip Simic,23:22,Seven Metre Penalty Caused,sevenMetrePenalty,caused,12,SC DHfK Leipzig,10,HSG Wetzlar,61.88,48.7
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,66,SC DHfK Leipzig,Blær Hinriksson,23:22,Seven Metre Penalty Missed,goal,sevenMetrePenalty,12,SC DHfK Leipzig,10,HSG Wetzlar,61.88,48.7
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,67,HSG Wetzlar,Filip Vistorop,24:09:00,Turnover,turnover,NA,12,SC DHfK Leipzig,10,HSG Wetzlar,27.47,42.11
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,68,SC DHfK Leipzig,William Bogojevic,24:26:00,Nine Metre Goal Missed,goal,nineMetre,12,SC DHfK Leipzig,10,HSG Wetzlar,73.44,43.21
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,69,HSG Wetzlar,Nikola Grahovac,24:40:00,Six Metre Goal Made,goal,sixMetre,12,SC DHfK Leipzig,11,HSG Wetzlar,21.04,46.09
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,70,HSG Wetzlar,Filip Vistorop,24:40:00,Assist,assist,NA,12,SC DHfK Leipzig,11,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,71,SC DHfK Leipzig,William Bogojevic,25:56:00,Nine Metre Goal Made,goal,nineMetre,13,SC DHfK Leipzig,11,HSG Wetzlar,73.77,46.23
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,72,HSG Wetzlar,Niklas Theiß,26:34:00,Six Metre Goal Made,goal,sixMetre,13,SC DHfK Leipzig,12,HSG Wetzlar,20.65,35.39
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,73,SC DHfK Leipzig,Franz Semper,27:21:00,Nine Metre Goal Missed,goal,nineMetre,13,SC DHfK Leipzig,12,HSG Wetzlar,74.55,39.51
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,74,HSG Wetzlar,Jona Schoch,27:21:00,Block,block,NA,13,SC DHfK Leipzig,12,HSG Wetzlar,74.55,39.51
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,75,SC DHfK Leipzig,William Bogojevic,27:28:00,Nine Metre Goal Missed,goal,nineMetre,13,SC DHfK Leipzig,12,HSG Wetzlar,70.97,48.97
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,76,HSG Wetzlar,Niklas Theiß,28:09:00,Nine Metre Goal Missed,goal,nineMetre,13,SC DHfK Leipzig,12,HSG Wetzlar,25.19,39.92
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,77,HSG Wetzlar,Josip Simic,28:23:00,Six Metre Goal Missed,goal,sixMetre,13,SC DHfK Leipzig,12,HSG Wetzlar,22.08,39.23
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,78,HSG Wetzlar,Filip Vistorop,29:01:00,Nine Metre Goal Missed,goal,nineMetre,13,SC DHfK Leipzig,12,HSG Wetzlar,25.06,50.89
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,79,SC DHfK Leipzig,Adam Lönn,29:01:00,Block,block,NA,13,SC DHfK Leipzig,12,HSG Wetzlar,25.06,50.89
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,80,HSG Wetzlar,Niklas Theiß,29:23:00,Nine Metre Goal Missed,goal,nineMetre,13,SC DHfK Leipzig,12,HSG Wetzlar,25.94,21.55
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,81,SC DHfK Leipzig,NA,29:44:00,Time Out by Team,timeOut,team,13,SC DHfK Leipzig,12,HSG Wetzlar,27.6,40.05
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,1,82,SC DHfK Leipzig,William Bogojevic,29:56:00,Nine Metre Goal Missed,goal,nineMetre,13,SC DHfK Leipzig,12,HSG Wetzlar,73.57,43.21
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,83,SC DHfK Leipzig,Ahmed Moustafa Khairi Nasralla,31:01:00,Six Metre Goal Missed,goal,sixMetre,13,SC DHfK Leipzig,12,HSG Wetzlar,20.2,73.85
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,84,HSG Wetzlar,Filip Vistorop,31:51:00,Back Court Goal Made,goal,backCourt,13,SC DHfK Leipzig,13,HSG Wetzlar,76.36,69.68
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,85,SC DHfK Leipzig,Ahmed Moustafa Khairi Nasralla,32:39:00,Six Metre Goal Made,goal,sixMetre,14,SC DHfK Leipzig,13,HSG Wetzlar,22.01,35.25
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,86,SC DHfK Leipzig,Adam Lönn,32:54:00,Two Minutes Suspension,suspension,twoMinutes,14,SC DHfK Leipzig,13,HSG Wetzlar,22.01,35.25
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,87,HSG Wetzlar,Philipp Ahouansou,32:57:00,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,14,SC DHfK Leipzig,13,HSG Wetzlar,22.01,35.25
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,88,SC DHfK Leipzig,Adam Lönn,32:57:00,Seven Metre Penalty Caused,sevenMetrePenalty,caused,14,SC DHfK Leipzig,13,HSG Wetzlar,22.01,35.25
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,89,HSG Wetzlar,Filip Vistorop,32:57:00,Seven Metre Penalty Missed,goal,sevenMetrePenalty,14,SC DHfK Leipzig,13,HSG Wetzlar,22.01,35.25
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,90,HSG Wetzlar,David Cyrill Akakpo,34:05:00,Two Minutes Suspension,suspension,twoMinutes,14,SC DHfK Leipzig,13,HSG Wetzlar,22.01,35.25
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,91,SC DHfK Leipzig,Moritz Preuss,34:27:00,Six Metre Goal Missed,goal,sixMetre,14,SC DHfK Leipzig,13,HSG Wetzlar,21.36,47.33
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,92,HSG Wetzlar,NA,34:33:00,Goalkeeper Change,goalKeeperChange,NA,14,SC DHfK Leipzig,13,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,93,HSG Wetzlar,Philipp Ahouansou,34:48:00,Six Metre Goal Made,goal,sixMetre,14,SC DHfK Leipzig,14,HSG Wetzlar,78.57,36.63
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,94,HSG Wetzlar,Anadin Suljakovic,35:05:00,Goalkeeper Change,goalKeeperChange,NA,14,SC DHfK Leipzig,14,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,95,SC DHfK Leipzig,Ahmed Moustafa Khairi Nasralla,35:12:00,Rule Technical Fault,technicalFault,ruleFault,14,SC DHfK Leipzig,14,HSG Wetzlar,26.36,55.97
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,96,HSG Wetzlar,NA,35:19:00,Goalkeeper Change,goalKeeperChange,NA,14,SC DHfK Leipzig,14,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,97,HSG Wetzlar,Philipp Ahouansou,35:48:00,Six Metre Goal Missed,goal,sixMetre,14,SC DHfK Leipzig,14,HSG Wetzlar,77.23,52.09
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,98,HSG Wetzlar,Anadin Suljakovic,35:54:00,Goalkeeper Change,goalKeeperChange,NA,14,SC DHfK Leipzig,14,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,99,SC DHfK Leipzig,Lukas Binder,35:58:00,Wing Goal Missed,goal,wing,14,SC DHfK Leipzig,14,HSG Wetzlar,10.06,87.52
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,100,HSG Wetzlar,Filip Vistorop,36:30:00,Ball Technical Fault,technicalFault,ballFault,14,SC DHfK Leipzig,14,HSG Wetzlar,73.12,35.12
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,101,SC DHfK Leipzig,Franz Semper,36:37:00,Six Metre Goal Made,goal,sixMetre,15,SC DHfK Leipzig,14,HSG Wetzlar,21.36,46.36
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,102,SC DHfK Leipzig,Marko Mamic,36:37:00,Assist,assist,NA,15,SC DHfK Leipzig,14,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,103,HSG Wetzlar,Niklas Theiß,37:28:00,Nine Metre Goal Made,goal,nineMetre,15,SC DHfK Leipzig,15,HSG Wetzlar,75.06,51.85
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,104,HSG Wetzlar,Nikola Grahovac,37:40:00,Two Minutes Suspension,suspension,twoMinutes,15,SC DHfK Leipzig,15,HSG Wetzlar,75.06,51.85
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,105,SC DHfK Leipzig,Ahmed Moustafa Khairi Nasralla,37:45:00,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,15,SC DHfK Leipzig,15,HSG Wetzlar,75.06,51.85
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,106,HSG Wetzlar,Nikola Grahovac,37:45:00,Seven Metre Penalty Caused,sevenMetrePenalty,caused,15,SC DHfK Leipzig,15,HSG Wetzlar,75.06,51.85
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,107,SC DHfK Leipzig,Blær Hinriksson,37:45:00,Seven Metre Penalty Made,goal,sevenMetrePenalty,16,SC DHfK Leipzig,15,HSG Wetzlar,75.06,51.85
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,108,HSG Wetzlar,NA,37:55:00,Goalkeeper Change,goalKeeperChange,NA,16,SC DHfK Leipzig,15,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,109,HSG Wetzlar,Filip Vistorop,39:32:00,Rule Technical Fault,technicalFault,ruleFault,16,SC DHfK Leipzig,15,HSG Wetzlar,74.29,60.63
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,110,HSG Wetzlar,Anadin Suljakovic,39:39:00,Goalkeeper Change,goalKeeperChange,NA,16,SC DHfK Leipzig,15,HSG Wetzlar,NA,NA
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,111,SC DHfK Leipzig,Franz Semper,39:42:00,Nine Metre Goal Made,goal,nineMetre,17,SC DHfK Leipzig,15,HSG Wetzlar,25.32,49.79
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,112,SC DHfK Leipzig,Franz Semper,39:45:00,Six Metre Goal Made,goal,sixMetre,18,SC DHfK Leipzig,15,HSG Wetzlar,20.84,50.48
2025,9/7/2025,e3d82873-5ca5-11f0-abed-cb70ad9a9de9,2,113,HSG Wetzlar,Philipp Ahouansou,40:21:00,Nine Metre Goal Missed,goal,nineMetre,18,SC DHfK Leipzig,15,HSG Wetzlar,74.09,39.23
