season,gameDate,gameID,period,eventOrder,teamName,playerId,playerName,gameTime,eventText,eventType,eventSubType,homeScore,homeTeam,awayScore,awayTeam,x,y,eventMinute,eventSecond,Possesion,HomeEmpty,AwayEmpty,HomeFieldPlayers,AwayFieldPlayers
2022,9/4/2022,3192875e-3961-11ef-a49b-eda1a7fb9e81,1,1,THW Kiel,461f153c-3953-11ef-bda0-855e48b08f9c,Tomas Mrkva,0:00,Torwartwechsel,goalKeeperChange,NA,0,THW Kiel,0,TVB Stuttgart,NA,NA,0,0,0,0,0,6,6
2022,9/4/2022,3192875e-3961-11ef-a49b-eda1a7fb9e81,1,2,TVB Stuttgart,43ebefd2-3953-11ef-b00f-855e48b08f9c,Silvio Heinevetter,0:00,Torwartwechsel,goalKeeperChange,NA,0,THW Kiel,0,TVB Stuttgart,NA,NA,0,0,0,0,0,6,6
2022,9/4/2022,3192875e-3961-11ef-a49b-eda1a7fb9e81,1,3,THW Kiel,f84d0187-3955-11ef-bc0b-e79bf7b1fa4b,Karl Erik Edvin Wallinius,0:36,Tor aus dem Rückraum,goal,nineMetre,1,THW Kiel,0,TVB Stuttgart,NA,NA,0,36,1,0,0,6,6
2022,9/4/2022,3192875e-3961-11ef-a49b-eda1a7fb9e81,1,4,THW Kiel,520249f9-3953-11ef-bd6b-a9530db97767,Steffen Weinhold,0:55,Gelbe Karte,yellowCard,NA,1,THW Kiel,0,TVB Stuttgart,NA,NA,0,55,1,0,0,6,6
2022,9/4/2022,3192875e-3961-11ef-a49b-eda1a7fb9e81,1,5,TVB Stuttgart,46bbefc6-3953-11ef-bb77-855e48b08f9c,Patrick Zieker,2:01,7-Meter Strafwurf erfolgreich,goal,sevenMetrePenalty,1,THW Kiel,1,TVB Stuttgart,NA,NA,2,1,1,0,0,6,6
2022,9/4/2022,3192875e-3961-11ef-a49b-eda1a7fb9e81,1,6,THW Kiel,520249f9-3953-11ef-bd6b-a9530db97767,Steffen Weinhold,2:11,Fehlwurf aus dem Rückraum,goal,nineMetre,1,THW Kiel,1,TVB Stuttgart,NA,NA,2,11,2,0,0,6,6
2022,9/4/2022,3192875e-3961-11ef-a49b-eda1a7fb9e81,1,7,TVB Stuttgart,fdc2122b-3954-11ef-a244-0d6c0b831129,Egon Hanusz,3:10,Tor aus dem Rückraum,goal,nineMetre,1,THW Kiel,2,TVB Stuttgart,NA,NA,3,10,2,0,0,6,6
2022,9/4/2022,3192875e-3961-11ef-a49b-eda1a7fb9e81,1,8,THW Kiel,73376a94-3954-11ef-b05a-bdf3bafad9bd,Miha Zarabec,3:46,Tor aus der Nahwurfzone,goal,sixMetre,2,THW Kiel,2,TVB Stuttgart,NA,NA,3,46,3,0,0,6,6
2022,9/4/2022,3192875e-3961-11ef-a49b-eda1a7fb9e81,1,9,TVB Stuttgart,fdc2122b-3954-11ef-a244-0d6c0b831129,Egon Hanusz,3:53,Fehlwurf aus der Nahwurfzone,goal,sixMetre,2,THW Kiel,2,TVB Stuttgart,NA,NA,3,53,3,0,0,6,6
2022,9/4/2022,3192875e-3961-11ef-a49b-eda1a7fb9e81,1,10,THW Kiel,520249f9-3953-11ef-bd6b-a9530db97767,Steffen Weinhold,4:40,Fehlwurf aus dem Rückraum,goal,nineMetre,2,THW Kiel,2,TVB Stuttgart,NA,NA,4,40,4,0,0,6,6
