"Season","GameDate","TeamName","OpponentName","Score","GameId"
1984,1985-01-19,"GWD Minden","THW Kiel","18:28","6a6ebd66-395f-11ef-8f78-bd8798c50695"
1984,1985-01-18,"HSG Düsseldorf","TV Großwallstadt","22:26","74427643-395f-11ef-8882-bd8798c50695"
1984,1985-02-23,"TV Großwallstadt","HSG Düsseldorf","13:13","74625fed-395f-11ef-aac7-bd8798c50695"
1984,1984-11-17,"GWD Minden","TBV Lemgo Lippe","23:14","7712ca3a-395f-11ef-95ab-bd8798c50695"
1985,1986-06-07,"VfL Gummersbach","GWD Minden","29:17","5a97a09b-395f-11ef-906a-13861ae94f95"
1985,1986-04-02,"VfL Gummersbach","THW Kiel","21:18","5a0a339b-395f-11ef-8742-13861ae94f95"
1984,1984-11-03,"MTSV Schwabing","VfL Gummersbach","21:21","68a5421e-395f-11ef-9f86-bd8798c50695"
1985,1985-11-06,"VfL Gummersbach","OSC Dortmund","24:23","59902b4e-395f-11ef-ac2f-13861ae94f95"
1985,1985-10-12,"VfL Günzburg","VfL Gummersbach","19:21","595ab6ec-395f-11ef-b66c-13861ae94f95"
1984,1985-03-02,"TBV Lemgo Lippe","SG Wallau/Massenheim","21:16","78900470-395f-11ef-8dbb-bd8798c50695"
1984,1985-04-14,"TuSEM Essen","TV Großwallstadt","26:15","6c2a8ac8-395f-11ef-8dcc-bd8798c50695"
1985,1985-09-29,"OSC Dortmund","TuSEM Essen","19:20","5065f7ff-395f-11ef-b4ef-113280a00fa0"
1985,1985-09-14,"TV Großwallstadt","TuS Hofweier","27:10","5aa8ebaa-395f-11ef-8f0b-13861ae94f95"
1985,1985-11-13,"THW Kiel","OSC Dortmund","21:16","5c78a52b-395f-11ef-82ca-13861ae94f95"
1985,1986-05-14,"MTSV Schwabing","FRISCH AUF! Göppingen","33:24","58e1ca45-395f-11ef-81bd-13861ae94f95"
1985,1986-05-04,"MTSV Schwabing","VfL Gummersbach","19:21","58be3d1f-395f-11ef-ade1-13861ae94f95"
1985,1986-01-05,"OSC Dortmund","MTSV Schwabing","21:17","525a9af0-395f-11ef-93df-113280a00fa0"
1985,1986-01-03,"TV Großwallstadt","GWD Minden","27:13","5b465c71-395f-11ef-b003-13861ae94f95"
1985,1985-10-30,"FRISCH AUF! Göppingen","VfL Gummersbach","24:21","597f4fbe-395f-11ef-8a68-13861ae94f95"
1985,1986-01-15,"VfL Günzburg","THW Kiel","25:20","5cbbd4a4-395f-11ef-bb29-13861ae94f95"
1985,1986-04-26,"VfL Günzburg","FRISCH AUF! Göppingen","26:28","6746da58-395f-11ef-915e-bd8798c50695"
1985,1986-03-23,"TuSEM Essen","OSC Dortmund","23:15","5130e269-395f-11ef-be5a-113280a00fa0"
1985,1985-09-14,"VfL Gummersbach","TuSEM Essen","15:18","5040cb8b-395f-11ef-976d-113280a00fa0"
1985,1985-10-30,"OSC Dortmund","TV Großwallstadt","20:21","5b14cb85-395f-11ef-ac10-13861ae94f95"
1985,1986-05-17,"SG Flensburg-Handewitt","TV Großwallstadt","19:18","5bda9b71-395f-11ef-99ff-13861ae94f95"
1985,1986-05-31,"Füchse Berlin","THW Kiel","17:24","5d98f163-395f-11ef-b367-13861ae94f95"
1985,1986-01-08,"GWD Minden","VfL Gummersbach","22:23","59d60812-395f-11ef-a607-13861ae94f95"
1985,1985-10-05,"VfL Gummersbach","TBV Lemgo Lippe","18:17","5949ac00-395f-11ef-88e5-13861ae94f95"
1985,1986-04-19,"VfL Gummersbach","VfL Günzburg","27:17","5a414b5f-395f-11ef-8f81-13861ae94f95"
1985,1985-11-06,"TV Großwallstadt","SG Flensburg-Handewitt","30:24","5b254ea6-395f-11ef-b508-13861ae94f95"
1985,1985-10-23,"THW Kiel","HSG Düsseldorf","16:15","5c46e121-395f-11ef-a630-13861ae94f95"
1985,1986-03-22,"Füchse Berlin","VfL Gummersbach","20:22","59f9d539-395f-11ef-a09a-13861ae94f95"
1985,1985-10-07,"SG Flensburg-Handewitt","MTSV Schwabing","20:22","52077049-395f-11ef-973f-113280a00fa0"
1985,1985-10-27,"TuSEM Essen","MTSV Schwabing","23:15","5093b4c7-395f-11ef-89d2-113280a00fa0"
1985,1986-01-04,"VfL Günzburg","TuSEM Essen","17:20","50f6eb57-395f-11ef-a9c0-113280a00fa0"
1985,1986-04-30,"FRISCH AUF! Göppingen","TV Großwallstadt","25:17","5bb842cc-395f-11ef-b7e8-13861ae94f95"
1985,1986-01-15,"VfL Gummersbach","TuS Hofweier","31:20","59e8fbe2-395f-11ef-b2e3-13861ae94f95"
1985,1985-09-28,"VfL Gummersbach","Füchse Berlin","25:12","59378448-395f-11ef-a673-13861ae94f95"
1985,1985-11-09,"SG Flensburg-Handewitt","VfL Günzburg","25:19","6009391c-395f-11ef-bdd2-13861ae94f95"
1985,1985-10-01,"MTSV Schwabing","VfL Günzburg","28:22","51ec8aa5-395f-11ef-ac7d-113280a00fa0"
1985,1986-01-22,"TBV Lemgo Lippe","VfL Günzburg","16:16","678d5885-395f-11ef-aae2-bd8798c50695"
1985,1985-10-05,"GWD Minden","MTSV Schwabing","14:23","51fa617f-395f-11ef-a291-113280a00fa0"
1985,1986-01-15,"TV Großwallstadt","Füchse Berlin","28:22","5b724227-395f-11ef-b366-13861ae94f95"
1984,1984-10-27,"Füchse Berlin","THW Kiel","29:32","69f6830f-395f-11ef-9b6d-bd8798c50695"
1985,1986-04-26,"TBV Lemgo Lippe","OSC Dortmund","20:15","5f783003-395f-11ef-a4c9-13861ae94f95"
1985,1986-01-25,"FRISCH AUF! Göppingen","SG Flensburg-Handewitt","24:24","601a7e8e-395f-11ef-b474-13861ae94f95"
1985,1985-10-27,"HSG Düsseldorf","Füchse Berlin","22:15","5df606d6-395f-11ef-b020-13861ae94f95"
1984,1984-10-14,"MTSV Schwabing","TBV Lemgo Lippe","18:16","72850844-395f-11ef-b582-bd8798c50695"
1985,1985-09-14,"TBV Lemgo Lippe","THW Kiel","24:23","5c0e8efb-395f-11ef-9bb6-13861ae94f95"
1985,1985-09-28,"TV Großwallstadt","THW Kiel","26:22","5acdf272-395f-11ef-b532-13861ae94f95"
1985,1986-03-08,"FRISCH AUF! Göppingen","Füchse Berlin","27:19","671c941d-395f-11ef-a679-bd8798c50695"
1985,1985-09-21,"GWD Minden","OSC Dortmund","19:22","5ecd4594-395f-11ef-a706-13861ae94f95"
1985,1986-04-23,"TV Großwallstadt","MTSV Schwabing","27:28","52c18973-395f-11ef-b74f-113280a00fa0"
1985,1986-04-26,"TuS Hofweier","GWD Minden","30:19","67ee9936-395f-11ef-86f4-bd8798c50695"
1985,1985-10-30,"THW Kiel","VfL Günzburg","26:21","5c680e33-395f-11ef-801a-13861ae94f95"
1985,1986-06-07,"TV Großwallstadt","TuSEM Essen","23:21","51c33e30-395f-11ef-b110-113280a00fa0"
1985,1986-04-19,"GWD Minden","TuSEM Essen","19:22","515bcb86-395f-11ef-a939-113280a00fa0"
1985,1985-11-20,"FRISCH AUF! Göppingen","VfL Günzburg","25:25","66fa8a3f-395f-11ef-bc6e-bd8798c50695"
1985,1986-04-19,"FRISCH AUF! Göppingen","TBV Lemgo Lippe","18:25","67381298-395f-11ef-bb32-bd8798c50695"
1985,1986-05-14,"HSG Düsseldorf","THW Kiel","21:21","5d6a5f4e-395f-11ef-9106-13861ae94f95"
1984,1984-11-21,"SG Wallau/Massenheim","TV Großwallstadt","16:16","740005d1-395f-11ef-921f-bd8798c50695"
1985,1986-05-31,"MTSV Schwabing","OSC Dortmund","26:14","59047104-395f-11ef-b0ff-13861ae94f95"
1985,1986-05-10,"TuS Hofweier","MTSV Schwabing","23:20","58d0ad2e-395f-11ef-972d-13861ae94f95"
1985,1985-09-21,"TuS Hofweier","VfL Gummersbach","20:21","592661ad-395f-11ef-af72-13861ae94f95"
1985,1986-06-07,"THW Kiel","MTSV Schwabing","19:25","5915dd4b-395f-11ef-ac02-13861ae94f95"
1985,1985-09-21,"Füchse Berlin","TV Großwallstadt","19:23","5abc0fae-395f-11ef-ba81-13861ae94f95"
1985,1986-04-20,"HSG Düsseldorf","TuS Hofweier","19:19","5e624f2a-395f-11ef-89d9-13861ae94f95"
1985,1986-05-16,"OSC Dortmund","VfL Gummersbach","18:18","5a751a9e-395f-11ef-b819-13861ae94f95"
1985,1985-10-25,"OSC Dortmund","TBV Lemgo Lippe","15:15","5f010a82-395f-11ef-9f85-13861ae94f95"
1985,1986-05-24,"VfL Günzburg","GWD Minden","21:15","6843e7e6-395f-11ef-b672-bd8798c50695"
1985,1986-06-07,"TBV Lemgo Lippe","Füchse Berlin","33:16","67b45493-395f-11ef-b65e-bd8798c50695"
1985,1985-10-01,"Füchse Berlin","FRISCH AUF! Göppingen","21:21","66dc4929-395f-11ef-ace9-bd8798c50695"
1985,1986-01-15,"OSC Dortmund","GWD Minden","25:18","5f44b6bb-395f-11ef-9639-13861ae94f95"
1985,1986-03-19,"THW Kiel","TV Großwallstadt","21:21","5b83e84b-395f-11ef-8027-13861ae94f95"
1985,1985-12-21,"TuS Hofweier","THW Kiel","14:20","5ca581fd-395f-11ef-b9af-13861ae94f95"
1985,1986-04-19,"SG Flensburg-Handewitt","Füchse Berlin","28:19","604f96cb-395f-11ef-9df3-13861ae94f95"
1984,1985-02-24,"SG Wallau/Massenheim","TV 05/07 Hüttenberg","22:19","7f4e0bde-395f-11ef-9f5b-13861ae94f95"
1985,1986-03-29,"VfL Günzburg","MTSV Schwabing","16:20","52a4993e-395f-11ef-978f-113280a00fa0"
1985,1985-09-22,"TuSEM Essen","FRISCH AUF! Göppingen","30:20","505017b3-395f-11ef-9bb7-113280a00fa0"
1985,1985-10-12,"TuS Hofweier","HSG Düsseldorf","16:21","5de441c6-395f-11ef-a5c2-13861ae94f95"
1985,1985-10-05,"SG Flensburg-Handewitt","TuS Hofweier","22:19","5fd2b2f9-395f-11ef-833b-13861ae94f95"
1985,1985-09-14,"FRISCH AUF! Göppingen","GWD Minden","29:21","66bc35f7-395f-11ef-a148-bd8798c50695"
1985,1986-05-27,"OSC Dortmund","THW Kiel","22:24","5d82c4a2-395f-11ef-957f-13861ae94f95"
1985,1985-10-09,"FRISCH AUF! Göppingen","THW Kiel","21:32","5c34a85d-395f-11ef-9e12-13861ae94f95"
1985,1985-10-12,"TBV Lemgo Lippe","FRISCH AUF! Göppingen","28:19","66eb18cd-395f-11ef-91e4-bd8798c50695"
1985,1985-12-21,"SG Flensburg-Handewitt","VfL Gummersbach","26:18","59b34c87-395f-11ef-bdb0-13861ae94f95"
1985,1986-01-08,"Füchse Berlin","TBV Lemgo Lippe","19:17","677ff138-395f-11ef-a770-bd8798c50695"
1984,1985-05-11,"TBV Lemgo Lippe","TuS Hofweier","22:18","76c259b9-395f-11ef-9333-bd8798c50695"
1985,1985-12-22,"OSC Dortmund","FRISCH AUF! Göppingen","24:17","5f22e64b-395f-11ef-abe2-13861ae94f95"
1984,1985-03-02,"TuS Hofweier","TV Großwallstadt","29:22","747116d2-395f-11ef-9472-bd8798c50695"
1985,1985-10-23,"VfL Gummersbach","MTSV Schwabing","25:18","52218682-395f-11ef-aeac-113280a00fa0"
1985,1986-05-31,"HSG Düsseldorf","VfL Gummersbach","23:34","5a86cc7e-395f-11ef-a343-13861ae94f95"
1985,1986-01-11,"TuS Hofweier","TV Großwallstadt","23:25","5b599591-395f-11ef-87d2-13861ae94f95"
1985,1986-04-12,"Füchse Berlin","OSC Dortmund","16:19","5f674b97-395f-11ef-8ae6-13861ae94f95"
1985,1985-11-06,"Füchse Berlin","TuS Hofweier","28:33","67d0eda1-395f-11ef-ac14-bd8798c50695"
1985,1985-11-01,"Füchse Berlin","GWD Minden","19:21","68545825-395f-11ef-a794-bd8798c50695"
1985,1986-01-08,"SG Flensburg-Handewitt","OSC Dortmund","11:16","5f343742-395f-11ef-b33e-13861ae94f95"
1985,1986-01-12,"HSG Düsseldorf","OSC Dortmund","19:15","5e3ca3c6-395f-11ef-8bca-13861ae94f95"
1985,1986-04-13,"TuSEM Essen","HSG Düsseldorf","17:15","514d668e-395f-11ef-b73f-113280a00fa0"
1985,1985-10-26,"VfL Gummersbach","TV Großwallstadt","19:20","596d4b6b-395f-11ef-aef1-13861ae94f95"
1985,1985-11-02,"TBV Lemgo Lippe","SG Flensburg-Handewitt","20:20","5ff57324-395f-11ef-9cb0-13861ae94f95"
1985,1985-10-26,"GWD Minden","TuS Hofweier","25:23","67c2f4ec-395f-11ef-9b4d-bd8798c50695"
1985,1986-05-07,"THW Kiel","TuS Hofweier","26:22","5d2d8426-395f-11ef-8bcd-13861ae94f95"
1985,1986-03-22,"GWD Minden","SG Flensburg-Handewitt","23:22","602b3fe4-395f-11ef-8484-13861ae94f95"
1985,1986-05-24,"FRISCH AUF! Göppingen","OSC Dortmund","27:21","5f9fa47d-395f-11ef-acce-13861ae94f95"
1985,1986-05-24,"Füchse Berlin","MTSV Schwabing","27:38","58f37208-395f-11ef-92c9-13861ae94f95"
1985,1986-05-23,"TV Großwallstadt","HSG Düsseldorf","19:19","5beab407-395f-11ef-b35b-13861ae94f95"
1985,1985-11-06,"VfL Günzburg","HSG Düsseldorf","22:13","5e075ed9-395f-11ef-ab88-13861ae94f95"
1985,1985-10-23,"TV Großwallstadt","FRISCH AUF! Göppingen","29:26","5b038882-395f-11ef-894b-13861ae94f95"
1985,1985-10-01,"TuS Hofweier","OSC Dortmund","20:20","5eddfbe7-395f-11ef-a4ff-13861ae94f95"
1985,1986-04-26,"THW Kiel","SG Flensburg-Handewitt","27:21","5d103c23-395f-11ef-819c-13861ae94f95"
1985,1986-01-08,"TuS Hofweier","VfL Günzburg","19:17","67e07045-395f-11ef-8525-bd8798c50695"
1985,1986-04-26,"Füchse Berlin","HSG Düsseldorf","21:29","5e759d98-395f-11ef-962e-13861ae94f95"
1985,1986-05-31,"SG Flensburg-Handewitt","FRISCH AUF! Göppingen","24:30","66ac57b3-395f-11ef-918a-bd8798c50695"
1985,1986-05-10,"VfL Günzburg","SG Flensburg-Handewitt","19:22","669dd7cf-395f-11ef-8acb-bd8798c50695"
1985,1986-04-26,"TV Großwallstadt","VfL Gummersbach","25:23","5a523c51-395f-11ef-9f43-13861ae94f95"
1985,1985-09-28,"SG Flensburg-Handewitt","GWD Minden","20:18","5fc21b3d-395f-11ef-bed4-13861ae94f95"
1984,1984-12-12,"Füchse Berlin","TuS Hofweier","25:18","76420b6f-395f-11ef-adf3-bd8798c50695"
1985,1986-05-03,"SG Flensburg-Handewitt","TBV Lemgo Lippe","21:19","6690ea27-395f-11ef-a617-bd8798c50695"
1985,1985-09-25,"HSG Düsseldorf","MTSV Schwabing","20:20","51de699b-395f-11ef-ada5-113280a00fa0"
1985,1986-04-02,"TV Großwallstadt","TBV Lemgo Lippe","29:20","5b94da93-395f-11ef-ab87-13861ae94f95"
1985,1986-04-12,"THW Kiel","FRISCH AUF! Göppingen","28:26","5cf6f2ed-395f-11ef-afce-13861ae94f95"
1985,1985-12-21,"HSG Düsseldorf","TV Großwallstadt","16:17","5b35ddc0-395f-11ef-992d-13861ae94f95"
1985,1985-11-30,"GWD Minden","VfL Günzburg","27:22","6828e0e8-395f-11ef-a2b6-bd8798c50695"
1985,1985-10-01,"TBV Lemgo Lippe","TV Großwallstadt","14:17","5adf43f1-395f-11ef-b1bc-13861ae94f95"
1985,1986-05-16,"GWD Minden","TBV Lemgo Lippe","17:23","679a3be7-395f-11ef-823b-bd8798c50695"
1985,1986-06-07,"OSC Dortmund","SG Flensburg-Handewitt","24:20","5fb118c8-395f-11ef-bdde-13861ae94f95"
1985,1985-09-22,"MTSV Schwabing","TBV Lemgo Lippe","25:22","51d12692-395f-11ef-ab64-113280a00fa0"
1985,1985-11-10,"HSG Düsseldorf","TBV Lemgo Lippe","22:19","5e199280-395f-11ef-b631-13861ae94f95"
1985,1986-04-13,"MTSV Schwabing","GWD Minden","29:19","52b3923b-395f-11ef-aaae-113280a00fa0"
1985,1986-05-14,"TV Großwallstadt","OSC Dortmund","20:21","5bc99725-395f-11ef-a134-13861ae94f95"
1985,1986-03-23,"MTSV Schwabing","HSG Düsseldorf","25:23","529388ce-395f-11ef-98a4-113280a00fa0"
1985,1985-12-16,"HSG Düsseldorf","TuSEM Essen","20:20","50d143fe-395f-11ef-aca1-113280a00fa0"
1985,1985-10-05,"TV Großwallstadt","VfL Günzburg","26:22","5af259d5-395f-11ef-b62d-13861ae94f95"
1985,1985-11-27,"THW Kiel","VfL Gummersbach","17:17","59a1a4a2-395f-11ef-b745-13861ae94f95"
1985,1986-05-19,"TuSEM Essen","THW Kiel","29:14","519a3e25-395f-11ef-a006-113280a00fa0"
1985,1986-01-15,"FRISCH AUF! Göppingen","TuSEM Essen","21:18","5122cad7-395f-11ef-b2a3-113280a00fa0"
1985,1986-04-12,"TuS Hofweier","SG Flensburg-Handewitt","32:24","603c7068-395f-11ef-bc98-13861ae94f95"
1985,1985-09-22,"HSG Düsseldorf","SG Flensburg-Handewitt","32:20","5dbe2e96-395f-11ef-8c6c-13861ae94f95"
1985,1986-03-29,"SG Flensburg-Handewitt","TuSEM Essen","19:21","513fb988-395f-11ef-a655-113280a00fa0"
1985,1985-11-10,"MTSV Schwabing","TuS Hofweier","25:21","522feb9a-395f-11ef-b9d0-113280a00fa0"
1985,1985-10-01,"GWD Minden","HSG Düsseldorf","20:27","5dd229d3-395f-11ef-b0df-13861ae94f95"
1985,1985-10-26,"SG Flensburg-Handewitt","THW Kiel","24:23","5c57a216-395f-11ef-a90f-13861ae94f95"
1985,1986-03-22,"TuS Hofweier","FRISCH AUF! Göppingen","25:20","672ba0f4-395f-11ef-bac6-bd8798c50695"
1985,1985-12-19,"TuSEM Essen","TBV Lemgo Lippe","20:7","50e1c1f2-395f-11ef-b7f1-113280a00fa0"
1985,1986-04-12,"VfL Günzburg","TV Großwallstadt","19:15","5ba6eb03-395f-11ef-8e65-13861ae94f95"
1985,1985-09-14,"VfL Günzburg","Füchse Berlin","23:18","6819b94a-395f-11ef-b298-bd8798c50695"
1985,1985-10-13,"MTSV Schwabing","TV Großwallstadt","28:23","521477de-395f-11ef-af29-113280a00fa0"
1985,1985-09-28,"FRISCH AUF! Göppingen","TuS Hofweier","34:22","66cf1c69-395f-11ef-afe3-bd8798c50695"
1984,1985-05-18,"HC TuRa Bergkamen","Füchse Berlin","26:26","78298a32-395f-11ef-84d8-bd8798c50695"
1985,1986-05-31,"TuSEM Essen","VfL Günzburg","22:14","51b5cbe1-395f-11ef-bb72-113280a00fa0"
1985,1986-05-26,"SG Flensburg-Handewitt","HSG Düsseldorf","25:20","5eaa2d58-395f-11ef-8950-13861ae94f95"
1985,1986-01-15,"TBV Lemgo Lippe","MTSV Schwabing","20:26","52851049-395f-11ef-90fd-113280a00fa0"
1985,1985-11-02,"VfL Günzburg","OSC Dortmund","16:16","5f1212e9-395f-11ef-8e53-13861ae94f95"
1985,1986-05-04,"OSC Dortmund","VfL Günzburg","15:17","5f8903ed-395f-11ef-8f87-13861ae94f95"
1985,1986-04-27,"MTSV Schwabing","TuSEM Essen","13:16","516cc873-395f-11ef-9a4b-113280a00fa0"
1984,1984-09-30,"MTSV Schwabing","HC TuRa Bergkamen","21:16","7263ad75-395f-11ef-9109-bd8798c50695"
1985,1985-10-13,"TuSEM Essen","GWD Minden","23:10","5084a821-395f-11ef-b8a8-113280a00fa0"
1985,1986-01-12,"Füchse Berlin","VfL Günzburg","21:13","6836532c-395f-11ef-b8a1-bd8798c50695"
1985,1985-11-27,"TBV Lemgo Lippe","GWD Minden","15:23","67616b15-395f-11ef-b961-bd8798c50695"
1985,1986-01-04,"VfL Gummersbach","HSG Düsseldorf","19:19","59c3b5a3-395f-11ef-a9a6-13861ae94f95"
1985,1986-06-07,"VfL Günzburg","TuS Hofweier","28:26","680d0f9b-395f-11ef-98ed-bd8798c50695"
1985,1986-05-31,"GWD Minden","TV Großwallstadt","20:23","5bfb7beb-395f-11ef-b1da-13861ae94f95"
1985,1986-03-29,"HSG Düsseldorf","GWD Minden","25:22","5e4f6eee-395f-11ef-964f-13861ae94f95"
1985,1986-05-17,"HSG Düsseldorf","VfL Günzburg","27:18","5e991cd0-395f-11ef-8aaf-13861ae94f95"
1985,1985-09-13,"OSC Dortmund","HSG Düsseldorf","10:10","5dab9ce8-395f-11ef-9f47-13861ae94f95"
1985,1986-03-26,"THW Kiel","TBV Lemgo Lippe","21:16","5ccf304e-395f-11ef-9178-13861ae94f95"
1985,1985-12-18,"THW Kiel","Füchse Berlin","30:22","5c89fe8e-395f-11ef-a7af-13861ae94f95"
1985,1986-01-08,"MTSV Schwabing","THW Kiel","25:23","5267bfa5-395f-11ef-8860-113280a00fa0"
1985,1985-10-06,"OSC Dortmund","Füchse Berlin","28:21","5ef0d1bc-395f-11ef-89bf-13861ae94f95"
1985,1986-05-31,"TuS Hofweier","TBV Lemgo Lippe","21:15","67a7445c-395f-11ef-9bb8-bd8798c50695"
1985,1986-04-04,"VfL Gummersbach","SG Flensburg-Handewitt","30:20","5a1b2e4a-395f-11ef-adb9-13861ae94f95"
1985,1986-05-10,"TBV Lemgo Lippe","HSG Düsseldorf","29:24","5e873de6-395f-11ef-91f8-13861ae94f95"
1985,1985-09-28,"VfL Günzburg","TBV Lemgo Lippe","19:17","6754fba4-395f-11ef-b8d4-bd8798c50695"
1985,1986-05-17,"TuS Hofweier","Füchse Berlin","25:14","67fd8c2d-395f-11ef-a03d-bd8798c50695"
1985,1986-01-12,"TuSEM Essen","VfL Gummersbach","18:17","5114e3e5-395f-11ef-8773-113280a00fa0"
1985,1986-01-12,"MTSV Schwabing","SG Flensburg-Handewitt","28:27","52775cc2-395f-11ef-aefb-113280a00fa0"
1985,1986-05-04,"GWD Minden","Füchse Berlin","25:23","6861a7cd-395f-11ef-ae4c-bd8798c50695"
1985,1985-09-30,"TuSEM Essen","SG Flensburg-Handewitt","24:15","5075c724-395f-11ef-8409-113280a00fa0"
1985,1986-01-08,"TuSEM Essen","TV Großwallstadt","16:16","5105ced4-395f-11ef-8d4d-113280a00fa0"
1985,1985-09-24,"GWD Minden","THW Kiel","24:25","5c223d67-395f-11ef-a8d8-13861ae94f95"
1985,1986-05-10,"VfL Gummersbach","FRISCH AUF! Göppingen","29:23","5a635ad6-395f-11ef-813c-13861ae94f95"
1985,1986-03-31,"OSC Dortmund","TuS Hofweier","19:16","5f55dd8c-395f-11ef-895e-13861ae94f95"
1985,1985-10-12,"Füchse Berlin","SG Flensburg-Handewitt","19:19","5fe35b8f-395f-11ef-a895-13861ae94f95"
1985,1986-06-07,"FRISCH AUF! Göppingen","HSG Düsseldorf","21:23","5ebb2099-395f-11ef-80ce-13861ae94f95"
1986,1986-10-25,"THW Kiel","MTSV Schwabing","20:15","43c928df-395f-11ef-822a-bd8798c50695"
1986,1987-03-25,"THW Kiel","VfL Hameln","20:19","4467ccb9-395f-11ef-8032-bd8798c50695"
1986,1986-11-19,"OSC Dortmund","VfL Gummersbach","14:14","42a01b4c-395f-11ef-a318-bd8798c50695"
1985,1986-04-12,"TBV Lemgo Lippe","VfL Gummersbach","19:22","5a2d1b6f-395f-11ef-abdd-13861ae94f95"
1986,1986-09-14,"TuSEM Essen","OSC Dortmund","22:11","38b74e47-395f-11ef-99b2-1147bfe3140c"
1985,1986-01-08,"HSG Düsseldorf","FRISCH AUF! Göppingen","30:23","5e2b7d09-395f-11ef-93ca-13861ae94f95"
1986,1986-11-02,"TSV Milbertshofen","THW Kiel","27:22","43daf048-395f-11ef-a07c-bd8798c50695"
1986,1986-11-11,"FRISCH AUF! Göppingen","TuSEM Essen","18:29","3940edf9-395f-11ef-a273-1147bfe3140c"
1986,1986-11-01,"TuS Hofweier","TBV Lemgo Lippe","28:23","4def95b3-395f-11ef-8732-113280a00fa0"
1986,1986-11-01,"SG Flensburg-Handewitt","TuSEM Essen","24:24","391abdc8-395f-11ef-80f6-1147bfe3140c"
1986,1986-12-27,"TV Großwallstadt","VfL Gummersbach","14:16","416ff0ba-395f-11ef-9326-bd8798c50695"
1986,1986-11-08,"TV Großwallstadt","THW Kiel","27:22","4105d65f-395f-11ef-bef2-bd8798c50695"
1985,1986-01-04,"TBV Lemgo Lippe","TuS Hofweier","24:22","67723a32-395f-11ef-a363-bd8798c50695"
1986,1986-12-27,"TBV Lemgo Lippe","THW Kiel","22:21","443b12a7-395f-11ef-b950-bd8798c50695"
1986,1987-03-08,"MTSV Schwabing","THW Kiel","21:22","4458da01-395f-11ef-b374-bd8798c50695"
1986,1987-01-10,"TV Großwallstadt","TuS Schutterwald","23:15","418e7220-395f-11ef-bac2-bd8798c50695"
1986,1986-12-13,"VfL Hameln","TV Großwallstadt","12:13","41511d26-395f-11ef-9402-bd8798c50695"
1986,1986-10-04,"TuS Schutterwald","TV Großwallstadt","19:19","40d6efa4-395f-11ef-877b-bd8798c50695"
1986,1986-10-04,"VfL Hameln","HSG Düsseldorf","18:27","461592de-395f-11ef-b269-bd8798c50695"
1986,1987-01-04,"TSV Milbertshofen","TuS Hofweier","24:26","456b84f7-395f-11ef-ac64-bd8798c50695"
1986,1987-03-07,"VfL Hameln","TSV Milbertshofen","17:19","459e11e0-395f-11ef-ad8b-bd8798c50695"
1986,1986-10-04,"TSV Milbertshofen","FRISCH AUF! Göppingen","18:20","44ef8595-395f-11ef-98e1-bd8798c50695"
1986,1986-11-02,"HSG Düsseldorf","OSC Dortmund","19:14","46244888-395f-11ef-b517-bd8798c50695"
1986,1986-09-13,"TBV Lemgo Lippe","TuS Schutterwald","22:19","4e6d45a8-395f-11ef-97e3-113280a00fa0"
1986,1986-10-31,"FRISCH AUF! Göppingen","TuS Schutterwald","25:19","4f79b541-395f-11ef-9fcd-113280a00fa0"
1986,1986-12-19,"OSC Dortmund","TuSEM Essen","17:18","39b2c9e2-395f-11ef-b2b1-1147bfe3140c"
1986,1987-04-25,"THW Kiel","TuS Hofweier","27:21","44aa1e27-395f-11ef-97f5-bd8798c50695"
1986,1987-01-17,"TuS Schutterwald","SG Flensburg-Handewitt","19:23","5013bb84-395f-11ef-8967-113280a00fa0"
1986,1986-10-12,"VfL Hameln","THW Kiel","21:28","43ba75b9-395f-11ef-a868-bd8798c50695"
1986,1987-01-14,"VfL Gummersbach","FRISCH AUF! Göppingen","21:18","42e34d8b-395f-11ef-840c-bd8798c50695"
1986,1986-11-14,"THW Kiel","VfL Gummersbach","18:15","428ec40c-395f-11ef-a690-bd8798c50695"
1986,1986-12-13,"VfL Gummersbach","TuSEM Essen","13:14","399fb388-395f-11ef-8928-1147bfe3140c"
1986,1986-11-19,"TBV Lemgo Lippe","VfL Hameln","24:19","4e989b22-395f-11ef-98f7-113280a00fa0"
1986,1987-03-25,"TSV Milbertshofen","VfL Gummersbach","22:23","433863fb-395f-11ef-98ef-bd8798c50695"
1986,1986-12-19,"VfL Hameln","SG Flensburg-Handewitt","16:21","5002651e-395f-11ef-b08e-113280a00fa0"
1986,1986-12-07,"TuS Schutterwald","OSC Dortmund","22:18","4f26e4c2-395f-11ef-a58d-113280a00fa0"
1986,1986-09-10,"MTSV Schwabing","VfL Gummersbach","22:21","421f1b5f-395f-11ef-986a-bd8798c50695"
1986,1986-11-09,"TuSEM Essen","TuS Hofweier","30:20","392e746b-395f-11ef-8969-1147bfe3140c"
1986,1986-11-16,"HSG Düsseldorf","TBV Lemgo Lippe","20:20","4644ec73-395f-11ef-bf1f-bd8798c50695"
1986,1987-03-07,"SG Flensburg-Handewitt","TBV Lemgo Lippe","23:24","4ec31c97-395f-11ef-a13e-113280a00fa0"
1986,1986-11-08,"TBV Lemgo Lippe","FRISCH AUF! Göppingen","22:22","4e889ee8-395f-11ef-a766-113280a00fa0"
