GameDay,Season,Game Date,Home,Away,Home Score,Away Score,Notes
21,2003,05.04.2003,SG PSV Rostock,DJK MJC Trier,18,21,
22,2003,12.04.2003,DJK MJC Trier,Buxtehuder SV,33,29,
22,2003,12.04.2003,BV Borussia 09 Dortmund,SG PSV Rostock,30,21,
22,2003,12.04.2003,TV Lützellinden,TuS Eintracht Minden,28,23,
22,2003,12.04.2003,VfL Oldenburg,SV Teutonia Riemke,33,28,
22,2003,12.04.2003,Frankfurter HC,TV 05 Mainzlar,27,25,
22,2003,12.04.2003,HC Leipzig,TSV Bayer 04 Leverkusen,27,29,
23,2003,26.04.2003,Buxtehuder SV,BV Borussia 09 Dortmund,27,15,
23,2003,26.04.2003,Frankfurter HC,1.FC Nürnberg,33,30,
23,2003,26.04.2003,SG PSV Rostock,TV Lützellinden,22,24,
23,2003,26.04.2003,TV 05 Mainzlar,TuS Eintracht Minden,40,31,
23,2003,26.04.2003,SV Teutonia Riemke,DJK MJC Trier,24,38,
23,2003,26.04.2003,TSV Bayer 04 Leverkusen,VfL Oldenburg,26,24,
24,2003,03.05.2003,TuS Eintracht Minden,SG PSV Rostock,22,24,
24,2003,03.05.2003,HC Leipzig,Frankfurter HC,31,31,
24,2003,03.05.2003,TV Lützellinden,Buxtehuder SV,24,27,
24,2003,03.05.2003,BV Borussia 09 Dortmund,SV Teutonia Riemke,31,19,
24,2003,03.05.2003,DJK MJC Trier,TSV Bayer 04 Leverkusen,30,26,
24,2003,03.05.2003,1.FC Nürnberg,TV 05 Mainzlar,26,25,
25,2003,07.06.2003,TV 05 Mainzlar,SG PSV Rostock,29,23,
25,2003,07.06.2003,1.FC Nürnberg,HC Leipzig,27,26,
25,2003,07.06.2003,Frankfurter HC,VfL Oldenburg,30,26,
25,2003,07.06.2003,SV Teutonia Riemke,TV Lützellinden,24,33,
25,2003,07.06.2003,TSV Bayer 04 Leverkusen,BV Borussia 09 Dortmund,23,20,
25,2003,07.06.2003,Buxtehuder SV,TuS Eintracht Minden,34,26,
26,2003,14.06.2003,DJK MJC Trier,Frankfurter HC,30,28,
26,2003,14.06.2003,SG PSV Rostock,Buxtehuder SV,27,28,
26,2003,14.06.2003,VfL Oldenburg,1.FC Nürnberg,26,29,
26,2003,14.06.2003,TuS Eintracht Minden,SV Teutonia Riemke,35,23,
26,2003,14.06.2003,HC Leipzig,TV 05 Mainzlar,35,34,
26,2003,14.06.2003,TV Lützellinden,TSV Bayer 04 Leverkusen,26,23,
1,2004,06.09.2003,Buxtehuder SV,VfL Oldenburg,20,19,
1,2004,06.09.2003,SC Buntekuh Lübeck,TSV Bayer 04 Leverkusen,19,26,
1,2004,06.09.2003,DJK MJC Trier,TV Lützellinden,32,17,
1,2004,06.09.2003,TuS Weibern 1920,1.FC Nürnberg,19,31,
1,2004,06.09.2003,TV 05 Mainzlar,BV Borussia 09 Dortmund,30,26,
1,2004,15.10.2003,HC Leipzig,Frankfurter HC,31,32,
2,2004,10.09.2003,BV Borussia 09 Dortmund,DJK MJC Trier,25,22,
2,2004,12.09.2003,TV Lützellinden,HC Leipzig,22,31,
2,2004,13.09.2003,Frankfurter HC,TuS Weibern 1920,29,21,
2,2004,13.09.2003,VfL Oldenburg,TV 05 Mainzlar,27,26,
2,2004,13.09.2003,1.FC Nürnberg,SC Buntekuh Lübeck,33,18,
2,2004,14.09.2003,TSV Bayer 04 Leverkusen,Buxtehuder SV,37,24,
3,2004,20.09.2003,Buxtehuder SV,1.FC Nürnberg,25,24,
3,2004,20.09.2003,SC Buntekuh Lübeck,Frankfurter HC,25,34,
3,2004,20.09.2003,BV Borussia 09 Dortmund,VfL Oldenburg,25,15,
3,2004,20.09.2003,TuS Weibern 1920,TV Lützellinden,26,25,
3,2004,20.09.2003,TV 05 Mainzlar,TSV Bayer 04 Leverkusen,29,25,
3,2004,01.10.2003,HC Leipzig,DJK MJC Trier,28,18,
4,2004,27.09.2003,1.FC Nürnberg,TV 05 Mainzlar,33,23,
4,2004,27.09.2003,TV Lützellinden,SC Buntekuh Lübeck,27,21,
4,2004,27.09.2003,DJK MJC Trier,VfL Oldenburg,27,25,
4,2004,27.09.2003,TuS Weibern 1920,HC Leipzig,20,20,
4,2004,28.09.2003,TSV Bayer 04 Leverkusen,BV Borussia 09 Dortmund,26,18,
4,2004,28.09.2003,Frankfurter HC,Buxtehuder SV,28,24,
5,2004,04.10.2003,VfL Oldenburg,TSV Bayer 04 Leverkusen,25,22,
5,2004,04.10.2003,Buxtehuder SV,TV Lützellinden,22,25,
5,2004,04.10.2003,SC Buntekuh Lübeck,HC Leipzig,27,28,
5,2004,04.10.2003,BV Borussia 09 Dortmund,1.FC Nürnberg,24,39,
5,2004,04.10.2003,DJK MJC Trier,TuS Weibern 1920,21,22,
5,2004,04.10.2003,TV 05 Mainzlar,Frankfurter HC,22,38,
6,2004,08.10.2003,Frankfurter HC,BV Borussia 09 Dortmund,23,21,
6,2004,08.10.2003,TSV Bayer 04 Leverkusen,DJK MJC Trier,25,33,
6,2004,10.10.2003,TV Lützellinden,TV 05 Mainzlar,29,16,
6,2004,11.10.2003,HC Leipzig,Buxtehuder SV,32,26,
6,2004,11.10.2003,1.FC Nürnberg,VfL Oldenburg,30,20,
6,2004,11.10.2003,TuS Weibern 1920,SC Buntekuh Lübeck,26,25,
7,2004,18.10.2003,Buxtehuder SV,TuS Weibern 1920,29,22,
7,2004,18.10.2003,SC Buntekuh Lübeck,DJK MJC Trier,18,24,
7,2004,18.10.2003,BV Borussia 09 Dortmund,TV Lützellinden,23,24,
7,2004,18.10.2003,TSV Bayer 04 Leverkusen,1.FC Nürnberg,26,26,
7,2004,18.10.2003,TV 05 Mainzlar,HC Leipzig,23,36,
7,2004,29.10.2003,VfL Oldenburg,Frankfurter HC,25,31,
8,2004,14.11.2003,HC Leipzig,BV Borussia 09 Dortmund,26,22,
8,2004,15.11.2003,Frankfurter HC,TSV Bayer 04 Leverkusen,22,29,
8,2004,15.11.2003,TuS Weibern 1920,TV 05 Mainzlar,26,18,
8,2004,15.11.2003,SC Buntekuh Lübeck,Buxtehuder SV,22,26,
8,2004,15.11.2003,TV Lützellinden,VfL Oldenburg,28,28,
8,2004,15.11.2003,DJK MJC Trier,1.FC Nürnberg,21,29,
9,2004,18.11.2003,1.FC Nürnberg,Frankfurter HC,31,32,
9,2004,18.11.2003,BV Borussia 09 Dortmund,TuS Weibern 1920,28,15,
9,2004,18.11.2003,Buxtehuder SV,DJK MJC Trier,29,23,
9,2004,18.11.2003,VfL Oldenburg,HC Leipzig,25,25,
9,2004,18.11.2003,TSV Bayer 04 Leverkusen,TV Lützellinden,33,26,
9,2004,18.11.2003,TV 05 Mainzlar,SC Buntekuh Lübeck,18,18,
10,2004,16.01.2004,TV Lützellinden,1.FC Nürnberg,27,32,
10,2004,17.01.2004,SC Buntekuh Lübeck,BV Borussia 09 Dortmund,20,25,
10,2004,17.01.2004,TuS Weibern 1920,VfL Oldenburg,19,28,
10,2004,21.01.2004,Buxtehuder SV,TV 05 Mainzlar,31,27,
10,2004,21.01.2004,DJK MJC Trier,Frankfurter HC,39,33,
10,2004,21.01.2004,HC Leipzig,TSV Bayer 04 Leverkusen,25,21,
11,2004,24.01.2004,Frankfurter HC,TV Lützellinden,36,33,
11,2004,24.01.2004,VfL Oldenburg,SC Buntekuh Lübeck,26,24,
11,2004,24.01.2004,1.FC Nürnberg,HC Leipzig,26,29,
11,2004,24.01.2004,TV 05 Mainzlar,DJK MJC Trier,26,29,
11,2004,24.01.2004,BV Borussia 09 Dortmund,Buxtehuder SV,27,21,
11,2004,24.01.2004,TSV Bayer 04 Leverkusen,TuS Weibern 1920,35,21,
12,2004,31.01.2004,VfL Oldenburg,Buxtehuder SV,25,23,
12,2004,31.01.2004,1.FC Nürnberg,TuS Weibern 1920,41,15,
12,2004,31.01.2004,BV Borussia 09 Dortmund,TV 05 Mainzlar,29,19,
12,2004,01.02.2004,Frankfurter HC,HC Leipzig,32,26,
12,2004,01.02.2004,TSV Bayer 04 Leverkusen,SC Buntekuh Lübeck,38,24,
12,2004,01.02.2004,TV Lützellinden,DJK MJC Trier,23,28,
13,2004,03.02.2004,DJK MJC Trier,BV Borussia 09 Dortmund,27,24,
13,2004,04.02.2004,SC Buntekuh Lübeck,1.FC Nürnberg,20,32,
13,2004,07.02.2004,HC Leipzig,TV Lützellinden,28,18,
13,2004,07.02.2004,Buxtehuder SV,TSV Bayer 04 Leverkusen,28,27,
13,2004,07.02.2004,TuS Weibern 1920,Frankfurter HC,24,27,
13,2004,08.02.2004,TV 05 Mainzlar,VfL Oldenburg,21,29,
14,2004,11.02.2004,1.FC Nürnberg,Buxtehuder SV,31,32,
14,2004,11.02.2004,VfL Oldenburg,BV Borussia 09 Dortmund,22,21,
14,2004,11.02.2004,DJK MJC Trier,HC Leipzig,32,32,
14,2004,11.02.2004,Frankfurter HC,SC Buntekuh Lübeck,32,20,
14,2004,11.02.2004,TSV Bayer 04 Leverkusen,TV 05 Mainzlar,33,22,
14,2004,15.02.2004,TV Lützellinden,TuS Weibern 1920,19,18,
15,2004,18.02.2004,TV 05 Mainzlar,1.FC Nürnberg,19,20,
15,2004,21.02.2004,SC Buntekuh Lübeck,TV Lützellinden,20,22,
15,2004,25.02.2004,VfL Oldenburg,DJK MJC Trier,22,23,
15,2004,25.02.2004,BV Borussia 09 Dortmund,TSV Bayer 04 Leverkusen,26,21,
15,2004,25.02.2004,Buxtehuder SV,Frankfurter HC,25,26,
15,2004,13.03.2004,HC Leipzig,TuS Weibern 1920,38,20,
16,2004,28.02.2004,Frankfurter HC,TV 05 Mainzlar,38,30,
16,2004,28.02.2004,1.FC Nürnberg,BV Borussia 09 Dortmund,24,22,
16,2004,28.02.2004,TV Lützellinden,Buxtehuder SV,21,32,
16,2004,28.02.2004,TSV Bayer 04 Leverkusen,VfL Oldenburg,28,29,
16,2004,28.02.2004,TuS Weibern 1920,DJK MJC Trier,20,23,
16,2004,08.04.2004,HC Leipzig,SC Buntekuh Lübeck,37,22,
17,2004,06.03.2004,Buxtehuder SV,HC Leipzig,32,27,
17,2004,06.03.2004,SC Buntekuh Lübeck,TuS Weibern 1920,25,21,
17,2004,06.03.2004,BV Borussia 09 Dortmund,Frankfurter HC,27,30,
17,2004,07.03.2004,VfL Oldenburg,1.FC Nürnberg,30,31,
17,2004,07.03.2004,DJK MJC Trier,TSV Bayer 04 Leverkusen,26,28,
17,2004,07.03.2004,TV 05 Mainzlar,TV Lützellinden,30,35,
18,2004,20.03.2004,Frankfurter HC,VfL Oldenburg,35,26,
18,2004,20.03.2004,DJK MJC Trier,SC Buntekuh Lübeck,28,20,
18,2004,20.03.2004,TuS Weibern 1920,Buxtehuder SV,22,35,
18,2004,21.03.2004,HC Leipzig,TV 05 Mainzlar,32,24,
18,2004,24.03.2004,1.FC Nürnberg,TSV Bayer 04 Leverkusen,27,24,
18,2004,06.04.2004,TV Lützellinden,BV Borussia 09 Dortmund,28,35,
19,2004,27.03.2004,Buxtehuder SV,SC Buntekuh Lübeck,34,25,
19,2004,27.03.2004,VfL Oldenburg,TV Lützellinden,22,24,
19,2004,27.03.2004,1.FC Nürnberg,DJK MJC Trier,39,28,
19,2004,27.03.2004,BV Borussia 09 Dortmund,HC Leipzig,27,25,
19,2004,27.03.2004,TV 05 Mainzlar,TuS Weibern 1920,37,31,
19,2004,27.03.2004,TSV Bayer 04 Leverkusen,Frankfurter HC,31,29,
20,2004,17.04.2004,Frankfurter HC,1.FC Nürnberg,28,30,
20,2004,17.04.2004,SC Buntekuh Lübeck,TV 05 Mainzlar,21,23,
20,2004,17.04.2004,HC Leipzig,VfL Oldenburg,44,29,
20,2004,17.04.2004,TV Lützellinden,TSV Bayer 04 Leverkusen,19,30,
20,2004,17.04.2004,DJK MJC Trier,Buxtehuder SV,29,24,
20,2004,17.04.2004,TuS Weibern 1920,BV Borussia 09 Dortmund,23,22,
21,2004,24.04.2004,Frankfurter HC,DJK MJC Trier,31,29,
21,2004,24.04.2004,VfL Oldenburg,TuS Weibern 1920,23,21,
21,2004,24.04.2004,BV Borussia 09 Dortmund,SC Buntekuh Lübeck,27,20,
21,2004,25.04.2004,TV 05 Mainzlar,Buxtehuder SV,27,28,
